parent,child
h1,g__Aquimarina|s__sp. TRL1
h1,g__Bartonella|s__birtlesii
h2,g__Gramella|s__flava
h3,g__Methanomethylovorans|s__hollandica
h5,g__Simplicispira|s__suum
h5,g__Candidatus Thioglobus|s__singularis
h6,g__Aerococcus|s__viridans
h4,g__Streptomyces|s__sp. 14R-10
h9,g__Cupriavidus|s__necator
f__Bartonellaceae,g__Bartonella|s__sp. CDC_skunk
h2,g__Sphingomonas|s__lutea
h3,g__Sphingobacterium|s__sp. dk4302
h8,g__Rhodococcus|s__sp. WMMA185
f__Bacteroidaceae,g__Bacteroides|s__heparinolyticus
h0,g__Sphingomonas|s__sp. HKS19
h5,g__Streptomyces|s__sp. SGAir0924
h0,g__Variovorax|s__sp. PBL-E5
1,g__Acutalibacter|s__muris
h4,g__Allofrancisella|s__frigidaquae
h6,g__Massilistercora|s__timonensis
h0,g__Alcaligenes|s__faecalis
h4,g__Methanospirillum|s__hungatei
h4,g__Sphaerochaeta|s__pleomorpha
h7,g__Lachnoclostridium|s__[Clostridium] scindens
h2,g__Erwinia|s__amylovora
h3,g__Acidiferrobacter|s__endosymbiont of unidentified scaly snail isolate Monju
h2,g__Streptomyces|s__sp. S1D4-11
h4,g__Lysinibacillus|s__sp. YS11
h4,g__Sulfurimonas|s__paralvinellae
L-LysineLysineD-LysineConsumptionimport,g__Fusobacterium|s__nucleatum
h4,g__Moorella|s__thermoacetica
h6,g__Burkholderia|s__latens
h9,g__Suicoccus|s__acidiformans
11,g__Halomonas|s__subglaciescola
h8,g__Komagataeibacter|s__rhaeticus
h7,g__Mixta|s__intestinalis
h4,g__Shewanella|s__sp. YLB-06
h4,g__Vibrio|s__europaeus
h0,g__Rickettsia|s__endosymbiont of Ixodes scapularis
f__Rhodothermaceae,g__Rhodothermus|s__marinus
308,g__Thermosulfuriphilus|s__ammonigenes
h3,g__Dokdonia|s__sp. 4H-3-7-5
h1,g__Streptococcus|s__mutans
h3,g__Candidatus Blochmannia|s__Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri
h4,g__Polaromonas|s__sp. Pch-P
h4,g__Shigella|s__sp. LN126
h7,g__Filifactor|s__alocis
h4,g__Propionibacterium|s__acidifaciens
h7,g__Desulfobulbus|s__propionicus
34,g__Corynebacterium|s__humireducens
h2,g__Pseudarthrobacter|s__sp. YJ56
h7,g__Aeromonas|s__encheleia
h9,g__Bradyrhizobium|s__diazoefficiens
h0,g__Staphylococcus|s__schweitzeri
PantothenicacidVitaminB5PantothenateConsumptionimport,g__Streptococcus|s__agalactiae
f__Mycoplasmataceae,g__Mycoplasmopsis|s__glycophila
output,273
h6,g__Rhodoferax|s__antarcticus
h6,g__Janthinobacterium|s__agaricidamnosum
114,g__Chelatococcus|s__sp. CO-6
h3,g__Streptococcus|s__sp. DAT741
h5,g__Thermofilum|s__uzonense
h9,g__Mycolicibacterium|s__alvei
h5,g__Komagataeibacter|s__xylinus
h5,g__Weissella|s__jogaejeotgali
h5,g__Streptococcus|s__vestibularis
h5,g__Chromobacterium|s__sp. IIBBL 274-1
h0,g__Brevefilum|s__fermentans
f__Nocardiaceae,g__Rhodococcus|s__sp. NJ-530
D-PsicoseConsumptionimport,g__Bacteroides|s__uniformis
h1,g__Lacticaseibacillus|s__Lactobacillus manihotivorans
h6,g__Sphingorhabdus|s__lacus
h1,g__Limosilactobacillus|s__reuteri
h2,g__Variibacter|s__gotjawalensis
h3,g__Methylobacterium|s__sp. WL1
h3,g__Janibacter|s__sp. YB324
h4,g__Conexivisphaera|s__calidus
h3,g__Bifidobacterium|s__coryneforme
h6,g__Pseudoalteromonas|s__sp. R3
h7,g__Halomonas|s__chromatireducens
h9,g__Neomicrococcus|s__aestuarii
h6,g__Clostridium|s__carboxidivorans
h8,g__Candidatus Nasuia|s__deltocephalinicola
h5,g__Devosia|s__sp. S02
h3,g__Micrococcus|s__sp. KBS0714
h1,g__Blattabacterium|s__sp. (Mastotermes darwiniensis)
h5,g__Cedecea|s__Enterobacteriaceae endosymbiont of Donacia marginata
h0,g__Methylovorus|s__glucosotrophus
h4,g__Paraliobacillus|s__sp. X-1125
h8,g__Romboutsia|s__hominis
h8,g__Corynebacterium|s__testudinoris
h9,g__Sphingorhabdus|s__sp. SMR4y
h5,g__Cyanothece|s__sp. PCC 7425
h5,g__Haloarcula|s__hispanica
h0,g__Pseudoalteromonas|s__sp. Bsw20308
h8,g__Campylobacter|s__cuniculorum
PimelateConsumptionimport,g__Acidovorax|s__avenae
h9,g__Companilactobacillus|s__Lactobacillus crustorum
h8,g__Rhizobium|s__sp. CCGE532
h1,g__Streptomyces|s__sp. TLI_053
263,g__Tardiphaga|s__robiniae
4,g__Limosilactobacillus|s__reuteri
h4,g__Criblamydia|s__sequanensis
h2,g__Anoxybacillus|s__caldiproteolyticus
f__Polyangiaceae,g__Chondromyces|s__crocatus
h5,g__Borrelia|s__coriaceae
h3,g__Pseudomonas|s__simiae
h5,g__Thermococcus|s__eurythermalis
h4,g__Arthrobacter|s__sp. PGP41
h1,g__Pseudomonas|s__sp. SWI7
h4,g__Bernardetia|s__litoralis
f__Oxalobacteraceae,g__Thiomonas|s__sp. X19
h4,g__Paenibacillus|s__polymyxa
GlycolithocholateConsumptionimport,g__Clostridium|s__perfringens
h4,g__Thiomonas|s__sp. X19
h8,g__Candidatus Planktophila|s__dulcis
h3,g__Blattabacterium|s__sp. (Cryptocercus kyebangensis)
h7,g__Polynucleobacter|s__sp. LimPoW16
h0,g__Thiosulfatimonas|s__sediminis
h7,g__Limnohabitans|s__sp. 63ED37-2
h8,g__Paenibacillus|s__sp. BIHB4019
h8,g__Pseudomonas|s__amygdali
h0,g__Amycolatopsis|s__mediterranei
h3,g__Pseudomonas|s__sp. DTU12.1
h2,g__Chitinophaga|s__caeni
h0,g__Desulfitobacterium|s__metallireducens
h5,g__Rhizobium|s__sp. Y9
h3,g__Stenotrophomonas|s__nitritireducens
h7,g__Hyphomonas|s__sp. Mor2
h2,g__Enterococcus|s__saigonensis
h7,g__Oscillibacter|s__valericigenes
h5,g__Colwellia|s__psychrerythraea
h1,g__Pseudomonas|s__salegens
h4,g__Bordetella|s__genomosp. 9
h9,g__Francisella|s__sp. FSC1006
h3,g__Pseudomonas|s__mendocina
f__Flavobacteriaceae,g__Nonlabens|s__sp. MJ115
h6,g__Pseudomonas|s__corrugata
f__Lactobacillaceae,g__Lactobacillus|s__apis
h3,g__Streptomyces|s__phaeolivaceus
h5,g__Desulfomicrobium|s__orale
h8,g__Bacillus|s__sp. HBCD-sjtu
h8,g__Citrobacter|s__sp. SNU WT2
h2,g__Chryseobacterium|s__aureum
h2,g__Megamonas|s__hypermegale
h9,g__Nonlabens|s__sp. SY33080
h1,g__Idiomarina|s__sp. X4
h2,g__Nitrosococcus|s__watsonii
h4,g__Raoultella|s__Enterobacteriaceae endosymbiont of Plateumaris rustica
h1,g__Serratia|s__plymuthica
h5,g__Deinococcus|s__sp. S14-83
h0,g__Micromonospora|s__sp. HM134
h9,g__Limosilactobacillus|s__Lactobacillus gastricus
h9,g__Desulfobulbus|s__oralis
f__Mycoplasmataceae,g__Mycoplasma|s__anatis
h3,g__Lactobacillus|s__sp. JM1
f__Pseudonocardiaceae,g__Amycolatopsis|s__albispora
f__Pasteurellaceae,g__Mannheimia|s__sp. BNO311
h4,g__Sphingomonas|s__sanxanigenens
h0,g__Paenibacillus|s__sp. Cedars
h6,g__Mycoplasma|s__meleagridis
h3,g__Candidatus Annandia|s__Enterobacteriaceae endosymbiont of Plateumaris braccata
h6,g__Bifidobacterium|s__pseudolongum
h9,g__Corynebacterium|s__diphtheriae
IsomaltoseConsumptionimport,g__Bifidobacterium|s__breve
HemicelluloseMacromoleculedegradation,g__Bacillus|s__pumilus
h8,g__Stappia|s__indica
h1,g__Chlorobium|s__phaeobacteroides
h3,g__Sulfurimonas|s__sp. GYSZ_1
h7,g__Paenibacillus|s__terrae
h8,g__Pseudohalocynthiibacter|s__aestuariivivens
h0,g__Leptospira|s__tipperaryensis
h1,g__Desulfotomaculum|s__ferrireducens
h4,g__Hungateiclostridium|s__saccincola
h8,g__Mycobacterium|s__intracellulare
h0,g__Pseudonocardia|s__autotrophica
h0,g__Chromobacterium|s__rhizoryzae
h7,g__Rickettsia|s__akari
h7,g__Acinetobacter|s__piscicola
h2,g__Sphingomonas|s__sp. LMO-1
92,g__Mycoplasma|s__canadense
output,f__Marinilabiliaceae
118,g__Gluconobacter|s__oxydans
h0,g__Brasilonema|s__octagenarum
h1,g__Arcobacter|s__skirrowii
h1,g__Brachybacterium|s__faecium
h8,g__Synechococcus|s__sp. JA-3-3Ab
h8,g__Mixta|s__theicola
h6,g__Jeotgalibaca|s__dankookensis
h6,g__Burkholderia|s__vietnamiensis
h0,g__Candidatus Pelagibacter|s__sp. RS39
h4,g__Alteromonas|s__sp. MB-3u-76
output,f__Syntrophomonadaceae
CellobioseConsumptionimport,g__Aeromicrobium|s__marinum
AcetateConsumptionimport,g__Methanobrevibacter|s__smithii
h6,g__Peribacillus|s__muralis
DimethylamineProductionexport,g__Bacteroides|s__thetaiotaomicron
h4,g__Sulfitobacter|s__sp. THAF37
h3,g__Jeotgalibaca|s__sp. PTS2502
f__Bacillaceae,g__Geobacillus|s__sp. 46C-IIa
f__Rhodobacteraceae,g__Defluviimonas|s__alba
h8,g__Bacillus|s__sp. IHB B 7164
h3,g__Pseudopropionibacterium|s__propionicum
h1,g__Mycoplasma|s__sp. C264-NAS
h2,g__Aeromicrobium|s__choanae
h0,g__Halothece|s__sp. PCC 7418
h2,g__Burkholderia|s__sp. MSMB0856
h6,g__Dysgonomonas|s__sp. HDW5B
h6,g__Desulfotomaculum|s__ruminis
h1,g__Pseudomonas|s__sp. Lz4W
h1,g__Citrobacter|s__farmeri
h9,g__Citromicrobium|s__sp. JL477
h9,g__Natronobacterium|s__gregoryi
6,g__Streptococcus|s__pyogenes
FormateConsumptionimport,g__Methanothermobacter|s__thermautotrophicus
h9,g__Edaphobacter|s__sp. 12200R-103
f__Bacillaceae,g__Anoxybacillus|s__flavithermus
h0,g__Borreliella|s__afzelii
h6,g__Streptococcus|s__porcinus
h6,g__Catenovulum|s__sediminis
h7,g__Bacillus|s__bombysepticus
4,g__Massilistercora|s__timonensis
h3,g__Proteus|s__columbae
h5,g__Snodgrassella|s__alvi
h0,g__Enterobacter|s__sp. E76
h3,g__Pseudomonas|s__corrugata
h5,g__Tistrella|s__mobilis
h6,g__Halocella|s__sp. SP3-1
h1,g__Flavobacterium|s__magnum
h5,g__Humibacter|s__sp. WJ7-1
f__Alcaligenaceae,g__Achromobacter|s__insolitus
h5,g__Streptococcus|s__ferus
h0,g__Methylocella|s__tundrae
h0,g__Maribacter|s__sp. 1_2014MBL_MicDiv
h5,g__Mesorhizobium|s__sp. M1B.F.Ca.ET.045.04.1.1
h6,g__Stygiolobus|s__azoricus
h7,g__Mycoavidus|s__cysteinexigens
f__Flavobacteriaceae,g__Tenacibaculum|s__mesophilum
f__Desulfovibrionaceae,g__Desulfovibrio|s__piger
h8,g__Pseudomonas|s__sp. gcc21
h9,g__Mycobacterium|s__kubicae
h9,g__Streptomyces|s__sp. NA02536
h2,g__Spiroplasma|s__alleghenense
h3,g__Mycoplasma|s__sp. Mirounga ES2806-GEN
h7,g__Citrobacter|s__farmeri
h3,g__Bifidobacterium|s__bifidum
h1,g__Caldicellulosiruptor|s__owensensis
h0,g__Methylomonas|s__koyamae
h3,g__Shigella|s__sp. MO17
h3,g__Nonlabens|s__sediminis
h7,g__Erysipelothrix|s__sp. HDW6C
h2,g__Providencia|s__rustigianii
h9,g__Sphingomonas|s__sp. JE1
h2,g__Mycoplasma|s__arginini
h7,g__Paracoccus|s__yeei
h0,g__Salmonella|s__sp. S13
h2,g__Methylovulum|s__psychrotolerans
h0,g__Agrobacterium|s__vitis
h4,g__Mycoplasma|s__conjunctivae
h0,g__Candidatus Nanopelagicus|s__abundans
h6,g__Leuconostoc|s__carnosum
h8,g__Clostridium|s__sporogenes
h8,g__Paenibacillus|s__rhizovicinus
h3,g__Burkholderia|s__sp. JP2-270
h5,g__Mesorhizobium|s__loti
h8,g__Weissella|s__paramesenteroides
h6,g__Curtobacterium|s__sp. MR_MD2014
h6,g__Pseudomonas|s__sp. SNU WT1
h8,g__Cedecea|s__neteri
h8,g__Thermanaerovibrio|s__velox
h5,g__Achromobacter|s__sp. AONIH1
h1,g__Polaribacter|s__sp. SA4-10
h4,g__Paenibacillus|s__rhizovicinus
h4,g__Weissella|s__paramesenteroides
h9,g__Mycolicibacterium|s__aichiense
h9,g__Rhodoferax|s__sediminis
h6,g__Serratia|s__surfactantfaciens
f__Natrialbaceae,g__Natrinema|s__pellirubrum
h8,g__Rickettsia|s__parkeri
h7,g__Kroppenstedtia|s__pulmonis
h2,g__Clostridium|s__carboxidivorans
f__Enterobacteriaceae,g__Candidatus Ishikawaella|s__capsulata
h5,g__Anaerotignum|s__propionicum
MethanolProductionexport,g__Bacteroides|s__thetaiotaomicron
h9,g__Marinitoga|s__piezophila
h6,g__Bacillus|s__pacificus
h1,g__Syntrophobotulus|s__glycolicus
h7,g__Methanosarcina|s__sp. Kolksee
h3,g__Bacillus|s__mobilis
h5,g__Sulfurimonas|s__Candidatus Sulfurimonas marisnigri
EthanolConsumptionimport,g__Desulfovibrio|s__magneticus
h4,g__Candidatus Kuenenia|s__stuttgartiensis
h6,g__Mycoplasma|s__anatis
h3,g__Vagococcus|s__sp. CF-49
h3,g__Kurthia|s__zopfii
h9,g__Mycobacterium|s__shinjukuense
162,g__Streptomyces|s__scabiei
h0,g__Enterococcus|s__faecium
h6,g__Streptococcus|s__parasanguinis
h2,g__Neorickettsia|s__risticii
h2,g__Micromonospora|s__siamensis
h5,g__Haloarcula|s__sp. CBA1115
h3,g__Pseudomonas|s__sp. B14-6
h2,g__Thermobifida|s__fusca
f__Comamonadaceae,g__Comamonas|s__sp. 7D-2
h7,g__Acidibrevibacterium|s__fodinaquatile
h2,g__Rickettsia|s__africae
h2,g__Cryobacterium|s__soli
h7,g__Halomonas|s__sp. THAF5a
h8,g__Streptococcus|s__australis
h8,g__Francisella|s__sp. MA067296
h8,g__Polynucleobacter|s__duraquae
h8,g__Azoarcus|s__sp. DD4
h5,g__Salaquimonas|s__pukyongi
h0,g__Bordetella|s__hinzii
h3,g__Paraburkholderia|s__phytofirmans
h3,g__Thioalkalivibrio|s__paradoxus
h2,g__Pedobacter|s__sp. eg
h2,g__Corynebacterium|s__sp. 2184
h2,g__Eggerthella|s__lenta
h1,g__Leisingera|s__sp. NJS201
h3,g__Pontivivens|s__sp. MT2928
h0,g__Cellulomonas|s__gilvus
h6,g__Methanohalophilus|s__portucalensis
h8,g__Desulfallas|s__gibsoniae
h9,g__Staphylococcus|s__pasteuri
h9,g__Sulfuritalea|s__hydrogenivorans
h4,g__Egicoccus|s__halophilus
h1,g__Sphingomonas|s__sp. C8-2
h9,g__Streptococcus|s__gallolyticus
h8,g__Bacillus|s__sp. DM2
f__Nocardioidaceae,g__Nocardioides|s__sp. HDW12A
f__Hyphomicrobiaceae,g__Rhodoplanes|s__sp. Z2-YC6860
f__Streptomycetaceae,g__Streptomyces|s__sp. DUT11
h0,g__Rothia|s__amarae
h9,g__Flintibacter|s__sp. KGMB00164
h1,g__Streptomyces|s__fagopyri
DNARNAPolynucleotideMacromoleculedegradation,g__Bacillus|s__subtilis
h6,g__Coprothermobacter|s__proteolyticus
h5,g__Marinobacter|s__sp. CP1
h6,g__Thermus|s__parvatiensis
h7,g__Mycoplasma|s__bovis
h7,g__Planococcus|s__rifietoensis
f__Pseudomonadaceae,g__Pseudomonas|s__sp. ADAK13
h0,g__Limnospira|s__fusiformis
h3,g__Yersinia|s__pestis
h1,g__Tetrasphaera|s__sp. HKS02
h5,g__Nocardioides|s__sp. S-1144
h7,g__Duncaniella|s__sp. B8
h9,g__Idiomarina|s__andamanensis
h7,g__Pseudomonas|s__alcaliphila
h5,g__Mycoplasmopsis|s__columbina
h1,g__Corynebacterium|s__kroppenstedtii
h9,g__Azoarcus|s__pumilus
h7,g__Frankia|s__sp. EAN1pec
h5,g__Campylobacter|s__sp. CFSAN093224
h0,g__Rickettsia|s__australis
h8,g__Streptomyces|s__spongiicola
h5,g__Pseudomonas|s__taetrolens
h8,g__Brevibacterium|s__sp. PAMC23299
h8,g__Lactobacillus|s__sp. BHWM-4
h9,g__Campylobacter|s__geochelonis
h8,g__Paracoccus|s__sp. AK26
h2,g__Deinococcus|s__peraridilitoris
h3,g__Microbacterium|s__sp. Nx66
h2,g__Schaalia|s__cardiffensis
h0,g__Paenibacillus|s__sp. JZ16
h2,g__Hyphomicrobium|s__nitrativorans
f__Thermococcaceae,g__Pyrococcus|s__horikoshii
h2,g__Sphingomonas|s__melonis
ButylamineProductionexport,g__Bacteroides|s__thetaiotaomicron
h1,g__Geobacillus|s__thermocatenulatus
h1,g__Halothiobacillus|s__neapolitanus
h7,g__Cnuibacter|s__physcomitrellae
h2,g__Streptococcus|s__sp. DAT741
h6,g__Streptococcus|s__gwangjuense
h0,g__Halioglobus|s__japonicus
h5,g__Psychromonas|s__sp. CNPT3
h5,g__Arthrobacter|s__sp. 68b
h8,g__Nocardia|s__sp. WCH-YHL-001
h9,g__Providencia|s__heimbachae
h8,g__Wolbachia|s__endosymbiont of Onchocerca volvulus
h4,g__Sulfolobus|s__neozealandicus
h0,g__Wolbachia|s__endosymbiont of Dipetalonema caudispina
h5,g__Helicobacter|s__canadensis
h4,g__Alkalihalobacillus|s__halodurans
h5,g__Saccharopolyspora|s__pogona
h4,g__Pseudomonas|s__moraviensis
h7,g__Desulfitobacterium|s__hafniense
H2HydrogenConsumptionimport,g__Methanocaldococcus|s__vulcanius
output,123
h6,g__Wolbachia|s__endosymbiont of Onchocerca volvulus
h8,g__Bdellovibrio|s__bacteriovorus
f__Caulobacteraceae,g__Phenylobacterium|s__zucineum
h3,g__Schaalia|s__odontolytica
h3,g__Clostridium|s__aceticum
337,g__Rickettsiella|s__Candidatus Rickettsiella viridis
D-GalactoseConsumptionimport,g__Bacteroides|s__thetaiotaomicron
h3,g__Thermacetogenium|s__phaeum
h3,g__Borreliella|s__bissettii
h7,g__Pseudomonas|s__tolaasii
h7,g__Brevibacillus|s__formosus
h9,g__Streptomyces|s__sp. CLI2509
h0,g__Heliorestis|s__convoluta
h0,g__Helicobacter|s__canis
f__Enterobacteriaceae,g__Kosakonia|s__Enterobacteriaceae endosymbiont of Donacia cincticornis
h3,g__Paenibacillus|s__protaetiae
h4,g__Bifidobacterium|s__actinocoloniiforme
h8,g__Psychrobacter|s__sp. 28M-43
h4,g__Nocardia|s__arthritidis
h9,g__Kiritimatiella|s__glycovorans
h3,g__Streptococcus|s__marmotae
h0,g__Frondihabitans|s__sp. PAMC 28766
h1,g__Enterococcus|s__saigonensis
h1,g__Gordonia|s__alkanivorans
h6,g__Synechococcus|s__sp. A18-40
h8,g__Youhaiella|s__tibetensis
h4,g__Psychrobacter|s__sp. 28M-43
h2,g__Mycobacterium|s__chimaera
h1,g__Microbulbifer|s__sp. A4B17
h1,g__Teredinibacter|s__sp. Bs08
NitrateConsumptionimport,g__Pseudomonas|s__entomophila
h4,g__Mycolicibacterium|s__celeriflavum
h6,g__Variovorax|s__sp. PBL-H6
262,g__Neisseria|s__flavescens
h5,g__Aeromicrobium|s__marinum
f__Clostridiaceae,g__Clostridium|s__butyricum
h7,g__Herbaspirillum|s__huttiense
f__Paenibacillaceae,g__Paenibacillus|s__sp. FSL R7-0273
0,g__Selenomonas|s__sputigena
f__Sphingomonadaceae,g__Sphingomonas|s__rhizophila
h4,g__Halodesulfurarchaeum|s__formicicum
h3,g__Aureitalea|s__sp. RR4-38
h4,g__Actinomyces|s__sp. 299
h3,g__Streptomyces|s__pristinaespiralis
h7,g__Glaesserella|s__sp. 15-184
h2,g__Leptotrichia|s__sp. oral taxon 212
h2,g__Arthrobacter|s__sp.
h7,g__Paenibacillus|s__sp. JZ16
h1,g__Campylobacter|s__fetus
219,g__Bacterioplanes|s__sanyensis
h5,g__Natrinema|s__sp. YPL30
f__Pasteurellaceae,g__Rodentibacter|s__sp. DSM 111151
h0,g__Pseudomonas|s__sp. R32
h4,g__Pyrobaculum|s__calidifontis
h7,g__Sulfolobus|s__tengchongensis
h0,g__Bacillus|s__sp. RZ2MS9
h7,g__Shewanella|s__sp. FDAARGOS_354
h9,g__Rhizobium|s__lusitanum
f__Xanthomonadaceae,g__Luteimonas|s__granuli
h0,g__Haliscomenobacter|s__hydrossis
2,g__Hafnia|s__alvei
h5,g__Pseudoalteromonas|s__aliena
f__Mycobacteriaceae,g__Mycobacterium|s__kansasii
h1,g__Rhodococcus|s__jostii
f__Pseudomonadaceae,g__Pseudomonas|s__sp. 13159349
h3,g__Geobacillus|s__sp. E263
h3,g__Thioalkalivibrio|s__nitratireducens
h8,g__Sinorhizobium|s__sp. M14
h4,g__Clostridium|s__cellulovorans
h1,g__Nocardia|s__sp. CS682
h5,g__Dyella|s__japonica
6,g__Aeromonas|s__hydrophila
h9,g__Echinicola|s__strongylocentroti
h5,g__Arcobacter|s__ellisii
h3,g__Sorangium|s__cellulosum
h7,g__Acinetobacter|s__schindleri
h1,g__Borrelia|s__miyamotoi
f__Staphylococcaceae,g__Staphylococcus|s__equorum
h3,g__Caulobacter|s__mirabilis
D-MannitolMannitolConsumptionimport,g__Streptococcus|s__dysgalactiae
h7,g__Streptomyces|s__sp. Rer75
h0,g__Pseudoalteromonas|s__sp. SM9913
h3,g__Microbacterium|s__sp. SGAir0570
h5,g__Acidiphilium|s__cryptum
h8,g__Chryseobacterium|s__sp. cx-624
output,StearicacidStearateOctadecanoateConsumptionimport
h8,g__Mucilaginibacter|s__rubeus
h0,g__Nitrosococcus|s__oceani
h3,g__Lautropia|s__mirabilis
h6,g__Polynucleobacter|s__asymbioticus
f__Streptomycetaceae,g__Streptomyces|s__phaeolivaceus
h7,g__Diaphorobacter|s__sp. JS3050
h8,g__Limosilactobacillus|s__Lactobacillus frumenti
h5,g__Janthinobacterium|s__sp. 1_2014MBL_MicDiv
h6,g__Aeromonas|s__taiwanensis
h7,g__Romboutsia|s__sp. CE17
h8,g__Streptomyces|s__sp. S4.7
h9,g__Variovorax|s__sp. SRS16
h4,g__Anaeromyxobacter|s__sp. Fw109-5
h4,g__Legionella|s__cherrii
h8,g__Raoultella|s__ornithinolytica
f__Syntrophomonadaceae,g__Syntrophomonas|s__wolfei
h2,g__Staphylococcus|s__warneri
h1,g__Flavobacterium|s__sp. KP1
h8,g__Limnohabitans|s__sp. 103DPR2
h0,g__Microbacterium|s__esteraromaticum
h9,g__Pannonibacter|s__phragmitetus
h3,g__Paraburkholderia|s__sp. SOS3
f__Paenibacillaceae,g__Paenibacillus|s__physcomitrellae
h0,g__Acidibrevibacterium|s__fodinaquatile
h5,g__Spirosoma|s__sp. PL0136
h1,g__Sulfurimonas|s__sp. GYSZ_1
h3,g__Chlorobium|s__phaeobacteroides
h3,g__Pseudanabaena|s__sp. PCC 7367
h8,g__Streptomyces|s__sp. RLB1-9
h9,g__Comamonas|s__koreensis
h0,g__Micropruina|s__glycogenica
h2,g__Chlamydia|s__caviae
h8,g__Buttiauxella|s__sp. 3AFRM03
h8,g__Paenibacillus|s__odorifer
h9,g__Burkholderia|s__sp. LA-2-3-30-S1-D2
h7,g__Pyrococcus|s__sp. NA2
h4,g__Enterobacter|s__ludwigii
h3,g__Rhodococcus|s__sp. WB9
h1,g__Mycoplasma|s__hyosynoviae
h2,g__Acinetobacter|s__calcoaceticus
h8,g__Geobacillus|s__sp. 47C-IIb
h1,g__Sulfurimonas|s__Candidatus Sulfurimonas marisnigri
h0,g__Calothrix|s__parietina
h6,g__Paenibacillus|s__sp. E222
h5,g__Actinomyces|s__sp. oral taxon 897
h6,g__Mesorhizobium|s__sp. M4B.F.Ca.ET.058.02.1.1
h2,g__Lysobacter|s__enzymogenes
h3,g__Thioclava|s__nitratireducens
h5,g__Campylobacter|s__lanienae
h9,g__Nonlabens|s__sp. Ci31
f__Sphingomonadaceae,g__Sphingomonas|s__sp. FARSPH
h0,g__Klebsiella|s__variicola
h6,g__Bacillus|s__freudenreichii
h0,g__Pseudomonas|s__sp. SWI6
h3,g__Methanobrevibacter|s__olleyae
h3,g__Weissella|s__soli
h1,g__Tessaracoccus|s__flavus
f__Rhodobacteraceae,g__Celeribacter|s__marinus
f__Streptomycetaceae,g__Streptomyces|s__cacaoi
h2,g__Candidatus Phytoplasma|s__Aster yellows witches'-broom phytoplasma
D-FructoseFructoseConsumptionimport,g__Bifidobacterium|s__catenulatum
h4,g__Microbacterium|s__paraoxydans
h1,g__Cellulophaga|s__lytica
h4,g__Methanosarcina|s__vacuolata
h8,g__Dysgonomonas|s__sp. HDW5B
h7,g__Xenorhabdus|s__hominickii
f__Flavobacteriaceae,g__Capnocytophaga|s__stomatis
246,g__Corynebacterium|s__sp. 1959
f__Nitrososphaeraceae,g__Candidatus Nitrosocosmicus|s__franklandus
h2,g__Actinobacillus|s__succinogenes
h6,g__Caldithrix|s__abyssi
h8,g__Polaribacter|s__sp. L3A8
f__Streptomycetaceae,g__Streptomyces|s__sp. JB150
h4,g__Aeromicrobium|s__sp. zg-629
h7,g__Mycoplasma|s__arthritidis
f__Spiroplasmataceae,g__Spiroplasma|s__diminutum
2,g__Streptococcus|s__suis
h0,g__Bradyrhizobium|s__sp. LCT2
h2,g__Solibacillus|s__sp. R5-41
h9,g__Mycetohabitans|s__rhizoxinica
h5,g__Simiduia|s__agarivorans
h4,g__Rathayibacter|s__sp. VKM Ac-2759
h4,g__Porphyromonas|s__cangingivalis
h8,g__Pandoraea|s__pnomenusa
h4,g__Corynebacterium|s__endometrii
h6,g__Spirosoma|s__sp. BT328
h9,g__Staphylococcus|s__sp. MI 10-1553
h8,g__Jeotgalibaca|s__dankookensis
output,268
f__Bacteroidaceae,g__Bacteroides|s__sp. HF-162
h0,g__Haemophilus|s__influenzae
h2,g__Sphingobacterium|s__mizutaii
output,AdenosylcobalaminVitaminB12CobamidecoenzymeCobIIalaminVitaminB12rCobIalaminVitaminB12sAquacobalaminCobalaminIIIConsumptionimportproductionexport
f__Methylocystaceae,g__Methylocystis|s__sp. SC2
h1,g__Mixta|s__calida
h0,g__Candidatus Nitrosoglobus|s__terrae
h1,g__Elizabethkingia|s__bruuniana
h4,g__Citromicrobium|s__sp. JL477
h1,g__Nibribacter|s__sp. BT10
h4,g__Natronobacterium|s__gregoryi
20,g__Tepidiforma|s__bonchosmolovskayae
HistamineProductionexport,g__Clostridium|s__perfringens
h2,g__Bradyrhizobium|s__sp. CCBAU 21365
h9,g__Rhizobium|s__sp. S41
h7,g__Gallibacterium|s__anatis
h1,g__Sphaerochaeta|s__pleomorpha
h2,g__Kosmotoga|s__olearia
h2,g__Thermococcus|s__profundus
h4,g__Acinetobacter|s__gyllenbergii
output,CellotetraoseCellohexaoseCellopentaoseCellotrioseConsumptionimport
h3,g__Salinigranum|s__rubrum
h9,g__Bradyrhizobium|s__sp. CCBAU 53421
h8,g__Bacillus|s__atrophaeus
h6,g__Ensifer|s__mexicanus
h2,g__Ralstonia|s__mannitolilytica
h5,g__Chryseobacterium|s__sp. 7-3A
h5,g__Ornithinimicrobium|s__pratense
f__Campylobacteraceae,g__Campylobacter|s__geochelonis
h3,g__Alkalilimnicola|s__ehrlichii
h5,g__Bartonella|s__grahamii
h9,g__Campylobacter|s__sp. RM6914
h7,g__Lacticaseibacillus|s__Lactobacillus manihotivorans
h1,g__Staphylococcus|s__aureus
h1,g__Borreliella|s__spielmanii
h2,g__Desulfosporosinus|s__acidiphilus
28,g__Actinomadura|s__amylolytica
