parent,child
h4,g__Thioalkalivibrio|s__paradoxus
h0,g__Streptomyces|s__lincolnensis
h0,g__Collimonas|s__fungivorans
h3,g__Legionella|s__sainthelensi
h1,g__Companilactobacillus|s__Lactobacillus ginsenosidimutans
output,68
c__Bacilli,g__Streptococcus|s__marmotae
h3,g__Rathayibacter|s__sp. VKM Ac-2804
h0,g__Streptomyces|s__nigra
h4,g__Truepera|s__radiovictrix
h4,g__Haemophilus|s__[Haemophilus] ducreyi
h4,g__Burkholderia|s__territorii
h4,g__Bacillus|s__sp. Pc3
h5,g__Burkholderia|s__sp. KJ006
c__Gammaproteobacteria,g__Methylovulum|s__psychrotolerans
h6,g__Agrobacterium|s__sp.
h2,g__Microbacterium|s__sp. BH-3-3-3
h9,g__Desulfovibrio|s__gigas
h8,g__Mycoplasma|s__cynos
h5,g__Corynebacterium|s__cystitidis
c__Betaproteobacteria,g__Ottowia|s__oryzae
h6,g__Spiroplasma|s__alleghenense
h3,g__Psychrobacter|s__sp. DAB_AL32B
h0,g__Salinigranum|s__rubrum
h1,g__Cutibacterium|s__acnes
h4,g__Rhizobium|s__hidalgonense
4,g__Lachnoclostridium|s__[Clostridium] hylemonae
h2,g__Winogradskyella|s__helgolandensis
c__Actinobacteria,g__Corynebacterium|s__mustelae
h2,g__Streptomyces|s__bingchenggensis
h5,g__Mucilaginibacter|s__sp. G2-14
c__Alphaproteobacteria,g__Rhizobium|s__pseudoryzae
h1,g__Nakamurella|s__panacisegetis
h5,g__Lysobacter|s__lycopersici
253,g__Nocardioides|s__sp. ZJ1313
c__Betaproteobacteria,g__Hydrogenophaga|s__sp. NH-16
h7,g__Methylobacterium|s__oryzae
h2,g__Ruminococcus|s__bicirculans
h9,g__Actinomyces|s__naeslundii
h9,g__Providencia|s__stuartii
h0,g__Acidovorax|s__sp. 16-35-5
h2,g__Thermofilum|s__adornatum
c__Spirochaetia,g__Borrelia|s__duttonii
h0,g__Exiguobacterium|s__sp. AT1b
h6,g__Delftia|s__sp. Cs1-4
h7,g__Indioceanicola|s__profundi
h6,g__Streptomyces|s__sp. WAC00288
c__Sphingobacteriia,g__Pedobacter|s__sp. HDW13
h1,g__Gimesia|s__maris
h3,g__Azoarcus|s__sp. DN11
h6,g__Xanthomonas|s__sp. gxlp16
h4,g__Pseudomonas|s__sp. MRSN12121
h8,g__Brevundimonas|s__sp. 'scallop'
h3,g__Porphyromonas|s__cangingivalis
h2,g__Leptolyngbya|s__sp. NIES-3755
h2,g__Burkholderia|s__stabilis
h6,g__Chlamydia|s__suis
h0,g__Thermotoga|s__petrophila
h2,g__Hymenobacter|s__sp. 17J36-26
h3,g__Erwinia|s__tasmaniensis
h3,g__Desulfatibacillum|s__aliphaticivorans
h4,g__Elusimicrobium|s__minutum
h5,g__Citricoccus|s__sp. SGAir0253
h8,g__Pseudonocardia|s__sp. Gen01
h6,g__Fusobacterium|s__necrophorum
h7,g__Kosakonia|s__Enterobacteriaceae endosymbiont of Plateumaris pusilla
h8,g__Mesorhizobium|s__sp. WSM1497
h5,g__Paenibacillus|s__sp. URB8-2
h2,g__Liquorilactobacillus|s__Lactobacillus mali
h3,g__Oceanithermus|s__profundus
h3,g__Nostoc|s__sp. CENA543
h9,g__Proteus|s__penneri
h2,g__Enterobacter|s__cloacae complex sp. FDA-CDC-AR_0164
h2,g__Paraburkholderia|s__terrae
h3,g__Chryseobacterium|s__arthrosphaerae
h7,g__Bifidobacterium|s__pseudolongum
h7,g__Thermoproteus|s__uzoniensis
c__Gammaproteobacteria,g__Actinobacillus|s__equuli
h3,g__Streptomyces|s__sp. KPB2
h7,g__Planococcus|s__sp. ZOYM
h7,g__Streptomyces|s__sp. SYP-A7193
h4,g__Ezakiella|s__massiliensis
h8,g__Dehalobacter|s__sp. DCA
c__Gammaproteobacteria,g__Aeromonas|s__sp. CA23
h4,g__Pseudomonas|s__sabulinigri
h0,g__Kushneria|s__marisflavi
h3,g__Leptotrichia|s__shahii
h8,g__Streptococcus|s__mutans
h8,g__Allokutzneria|s__albata
h1,g__Microbacterium|s__paludicola
h3,g__Streptomyces|s__sp. NA03103
h4,g__Salipiger|s__Yangia sp. CCB-MM3
h7,g__Nocardioides|s__sp. 603
h5,g__Paraprevotella|s__xylaniphila
h9,g__Faecalibacterium|s__prausnitzii
h4,g__Thermococcus|s__sp. P6
h8,g__Campylobacter|s__upsaliensis
h6,g__Methanocella|s__arvoryzae
h2,g__Kroppenstedtia|s__pulmonis
h4,g__Thermoleptolyngbya|s__sp. PKUAC-SCTA183
h8,g__Pseudomonas|s__sp. R1-43-08
h4,g__Serratia|s__sp. JKS000199
h4,g__Listeria|s__innocua
h6,g__Tardiphaga|s__sp. vice278
c__Actinobacteria,g__Micromonospora|s__sp. WMMC415
h1,g__Stenotrophomonas|s__sp. ZAC14D2_NAIMI4_6
h3,g__Erysipelothrix|s__sp. HDW6B
h4,g__Marinobacter|s__psychrophilus
h6,g__Microbacterium|s__oxydans
h7,g__Streptomyces|s__griseofuscus
h8,g__Rhodococcus|s__sp. B7740
h5,g__Gluconobacter|s__oxydans
h9,g__Pimelobacter|s__simplex
c__Gammaproteobacteria,g__Serratia|s__sp. KUDC3025
h2,g__Paenibacillus|s__yonginensis
h9,g__Flaviflexus|s__sp. H23T48
h9,g__Vibrio|s__scophthalmi
h2,g__Coraliomargarita|s__akajimensis
h2,g__Streptomyces|s__phaeolivaceus
34,g__Haloactinobacterium|s__sp. HY164
h5,g__Chlamydia|s__sp. S15-834C
h6,g__Rickettsia|s__endosymbiont of Ixodes pacificus
0,g__Adhaeribacter|s__swui
h3,g__Rufibacter|s__sp. DG31D
h7,g__Methanobacterium|s__paludis
231,g__Nitratifractor|s__salsuginis
h1,g__Sphingomonas|s__indica
h2,g__Candidatus Cyclonatronum|s__proteinivorum
h0,g__Shewanella|s__sp. MR-7
h3,g__Microbulbifer|s__sp. THAF38
h6,g__Erythrobacter|s__sp. HKB08
h0,g__Citrobacter|s__sp. RHBSTW-01013
h1,g__Candidatus Xiphinematobacter|s__sp. Idaho Grape
h3,g__Brevundimonas|s__vesicularis
h9,g__Acetoanaerobium|s__sticklandii
3,g__Natrarchaeobaculum|s__sulfurireducens
h1,g__Pyrobaculum|s__neutrophilum
h7,g__Burkholderia|s__oklahomensis
h5,g__Methanobrevibacter|s__smithii
h9,g__Thermotoga|s__neapolitana
h0,g__Candidatus Nitrosoglobus|s__terrae
h5,g__Cutibacterium|s__granulosum
h7,g__Anaerococcus|s__prevotii
h4,g__Borreliella|s__spielmanii
h4,g__Candidatus Phycorickettsia|s__trachydisci
h5,g__Pluralibacter|s__[Enterobacter] lignolyticus
h2,g__Halomonas|s__sp. BC-M4-5
h0,g__Pseudomonas|s__sp. IzPS32d
h5,g__Serratia|s__surfactantfaciens
h2,g__Bradyrhizobium|s__oligotrophicum
h2,g__Methanomassiliicoccus|s__Candidatus Methanomassiliicoccus intestinalis
h5,g__Mycoplasma|s__bovoculi
h7,g__Conexivisphaera|s__calidus
h6,g__Liquorilactobacillus|s__Lactobacillus hordei
ShikimateConsumptionimport,g__Bacillus|s__megaterium
h1,g__Enterococcus|s__gallinarum
h0,g__Mycoplasma|s__felis
h8,g__Vulcanisaeta|s__distributa
h5,g__Secundilactobacillus|s__Lactobacillus paracollinoides
h2,g__Rhodococcus|s__pyridinivorans
h7,g__Azorhizobium|s__caulinodans
h0,g__Sphingobium|s__baderi
h2,g__Streptomyces|s__atratus
c__Bacteroidia,g__Porphyromonas|s__crevioricanis
h1,g__Bacillus|s__sp. KH172YL63
h9,g__Frischella|s__perrara
c__Actinobacteria,g__Streptomyces|s__rectiverticillatus
H2HydrogenProductionexport,g__Clostridium|s__perfringens
h1,g__Desulfovibrio|s__fairfieldensis
MethylamineMonomethylamineConsumptionimport,g__Methanohalobium|s__evestigatum
h4,g__Pseudarthrobacter|s__sp. NBSH8
h9,g__Succinivibrio|s__dextrinosolvens
h0,g__Candidatus Nitrosotalea|s__okcheonensis
h8,g__Thiomicrospira|s__sp. S5
h4,g__Thermotoga|s__profunda
h6,g__Ectothiorhodospira|s__haloalkaliphila
c__Gammaproteobacteria,g__Pseudomonas|s__sp. MSPm1
h2,g__Desulfarculus|s__baarsii
h1,g__Hydrogenobacter|s__thermophilus
h9,g__Petrotoga|s__mobilis
h3,g__Opitutus|s__terrae
h2,g__Thermosulfurimonas|s__marina
h1,g__Sphingomonas|s__sp. IC081
h2,g__Thermotoga|s__sp. RQ2
h9,g__Mycobacterium|s__leprae
h7,g__Natronorubrum|s__aibiense
h5,g__Exiguobacterium|s__sp. ZWU0009
h3,g__Pontimonas|s__salivibrio
h1,g__Microbacterium|s__sp. Y-01
h7,g__Sphingobium|s__hydrophobicum
h7,g__Brasilonema|s__sennae
h1,g__Clavibacter|s__michiganensis
h8,g__Ilyobacter|s__polytropus
h1,g__Raineyella|s__sp. CBA3103
h5,g__Micromonospora|s__auratinigra
h9,g__Borrelia|s__sp. A-FGy1
h5,g__Nostoc|s__edaphicum
h2,g__Brachybacterium|s__vulturis
h2,g__Novosphingobium|s__sp. P6W
h8,g__Caulobacter|s__vibrioides
h9,g__Clostridium|s__isatidis
h8,g__Pseudomonas|s__sp. R4-34-07
h2,g__Halosimplex|s__rubrum
h0,g__Francisella|s__persica
h0,g__Candidatus Bipolaricaulis|s__anaerobius
h3,g__Marinobacter|s__sp. Arc7-DN-1
13,g__Streptococcus|s__sp. HSISS2
h1,g__Pseudomonas|s__alkylphenolica
h0,g__Paracoccus|s__pantotrophus
h0,g__Buttiauxella|s__agrestis
h3,g__Aeromonas|s__sp. 2692-1
h0,g__Roseivivax|s__sp. THAF197b
h5,g__Clostridium|s__botulinum
h2,g__Thermosynechococcus|s__sp. CL-1
h2,g__Legionella|s__oakridgensis
h5,g__Corynebacterium|s__rouxii
c__Alphaproteobacteria,g__Rickettsia|s__rhipicephali
h9,g__Achromobacter|s__denitrificans
h6,g__Klebsiella|s__sp. P1CD1
h5,g__Candidatus Annandia|s__adelgestsuga
h9,g__Dickeya|s__sp. MK7
h1,g__Sphingobacterium|s__psychroaquaticum
h6,g__Halomonas|s__subglaciescola
SuccinateProductionexport,g__Bifidobacterium|s__animalis
h1,g__Syntrophomonas|s__wolfei
h9,g__Clostridium|s__acetobutylicum
h3,g__Mycoavidus|s__sp. B2-EB
h1,g__Sulfurospirillum|s__sp. UCH001
h1,g__Pseudomonas|s__sp. TUM18999
h4,g__Mesoplasma|s__chauliocola
h6,g__Corynebacterium|s__frankenforstense
h6,g__Streptomyces|s__sp. FQ1
h9,g__Thermococcus|s__radiotolerans
h4,g__Spiroplasma|s__chrysopicola
h3,g__Kangiella|s__profundi
h2,g__Mycobacterium|s__heidelbergense
h2,g__Bacillus|s__filamentosus
h6,g__Mycoplasma|s__arthritidis
h7,g__Sphingomonas|s__sp. C8-2
output,2-OxobutyrateAlpha-ketobutyrate2-OxobutanoateConsumptionimport
9,g__Erysipelothrix|s__sp. HDW6B
c__Betaproteobacteria,g__Kingella|s__kingae
h5,g__Desulfolutivibrio|s__sulfoxidireducens
h2,g__Arachidicoccus|s__sp. BS20
h3,g__Streptomyces|s__albulus
h4,g__Alloactinosynnema|s__sp. L-07
h5,g__Acinetobacter|s__indicus
h2,g__Sphingomonas|s__sp. CL5.1
c__Gammaproteobacteria,g__Moraxella|s__sp. TA144
h0,g__Flammeovirga|s__sp. MY04
h1,g__Mariprofundus|s__ferrinatatus
h3,g__Spiroplasma|s__chinense
h7,g__Rhodocytophaga|s__sp. 172606-1
h7,g__Hungatella|s__hathewayi
h4,g__Brevibacillus|s__agri
h7,g__Pseudomonas|s__sp. Leaf58
0,g__Spirosoma|s__sp. TS118
h9,g__Granulicella|s__tundricola
c__Actinobacteria,g__Mobiluncus|s__curtisii
AcetateConsumptionimport,g__Methanosphaerula|s__palustris
h8,g__Blattabacterium|s__sp. (Blaberus giganteus)
h3,g__Streptomyces|s__tirandamycinicus
4,g__Olsenella|s__timonensis
h5,g__Xanthomonas|s__campestris
h6,g__Corynebacterium|s__xerosis
h1,g__Bacillus|s__sp. Y-01
h2,g__Arsenophonus|s__endosymbiont of Aphis craccivora
c__Alphaproteobacteria,g__Sphingomonas|s__sanxanigenens
5,g__Clostridium|s__kluyveri
h2,g__Candidatus Kuenenia|s__stuttgartiensis
h6,g__Novosphingobium|s__sp. ES2-1
h8,g__Sulfurospirillum|s__cavolei
h5,g__Saccharopolyspora|s__coralli
h4,g__Paenibacillus|s__sp. IHBB 10380
h4,g__Acinetobacter|s__defluvii
c__Clostridia,g__Acetoanaerobium|s__sticklandii
h8,g__Antarctobacter|s__heliothermus
h6,g__Crenobacter|s__cavernae
h0,g__Kushneria|s__sp. YCWA18
h0,g__Acinetobacter|s__sp. Marseille-Q1620
h7,g__Brevibacillus|s__sp. JNUCC-41
h8,g__Plantactinospora|s__sp. KBS50
h3,g__Bradyrhizobium|s__diazoefficiens
11,g__Gemmobacter|s__sp. HYN0069
h7,g__Thermoanaerobacter|s__kivui
h0,g__Edwardsiella|s__hoshinae
h3,g__Geobacter|s__bemidjiensis
h9,g__Arcobacter|s__butzleri
h0,g__Pseudodesulfovibrio|s__piezophilus
h8,g__Rhizobium|s__sp. NXC14
FormateProductionexport,g__Eubacterium|s__limosum
h7,g__Chryseobacterium|s__joostei
h0,g__Mycobacteroides|s__immunogenum
output,PhenolConsumptionimport
h2,g__Labilibaculum|s__antarcticum
h1,g__Roseobacter|s__denitrificans
h5,g__Arcobacter|s__ellisii
h1,g__Enterobacter|s__sp. E76
h2,g__Butyrivibrio|s__fibrisolvens
h7,g__Ochrobactrum|s__quorumnocens
c__Flavobacteriia,g__Chryseobacterium|s__shandongense
23,g__Thermosulfurimonas|s__marina
h5,g__Dolichospermum|s__flos-aquae
h8,g__Flavobacterium|s__nitrogenifigens
h8,g__Acholeplasma|s__palmae
h2,g__Microbulbifer|s__hydrolyticus
h9,g__Lentilactobacillus|s__Lactobacillus kefiri
h2,g__Defluviitoga|s__tunisiensis
h6,g__Gordonia|s__polyisoprenivorans
h6,g__Leclercia|s__sp. 29361
h8,g__Flavobacterium|s__sp. Sr18
h3,g__Thermincola|s__potens
c__Bacilli,g__Pradoshia|s__sp. D12
h7,g__Methylacidiphilum|s__infernorum
h7,g__Polaromonas|s__sp. W11N
h5,g__Bacillus|s__sp. FJAT-18017
c__Actinobacteria,g__Bifidobacterium|s__breve
h9,g__Novosphingobium|s__pentaromativorans
h3,g__Paraburkholderia|s__tropica
h8,g__Virgibacillus|s__sp. Bac330
h4,g__Nautilia|s__sp. PV-1
7,g__Azoarcus|s__sp. M9-3-2
h1,g__Weissella|s__hellenica
h2,g__Nitrosopumilus|s__maritimus
CO2Consumptionimport,g__Methanothermobacter|s__thermautotrophicus
h3,g__Lacibacter|s__sp. S13-6-6
h3,g__Parageobacillus|s__genomosp. 1
h6,g__Streptomyces|s__formicae
h2,g__Paeniclostridium|s__sordellii
h1,g__Mesorhizobium|s__sp. DCY119
h1,g__Novosphingobium|s__sp. ABRDHK2
h0,g__Dysosmobacter|s__welbionis
h3,g__Romboutsia|s__sp. CE17
h5,g__Tolumonas|s__auensis
c__Actinobacteria,g__Microbacterium|s__lemovicicum
0,g__Pontibacter|s__pudoricolor
h1,g__Vibrio|s__sp. SM1977
h2,g__Sulfurovum|s__lithotrophicum
h0,g__Pseudomonas|s__lini
h5,g__Arthrobacter|s__sp. J3.40
h6,g__Rubrobacter|s__sp. SCSIO 52915
h3,g__Enterococcus|s__gallinarum
h7,g__Vagococcus|s__teuberi
h8,g__Companilactobacillus|s__Lactobacillus farciminis
h3,g__Mycobacterium|s__canettii
h8,g__Actinomyces|s__sp. zg-325
h2,g__Pseudomonas|s__sp. S34
c__Actinobacteria,g__Streptomyces|s__sp. CCM_MD2014
h5,g__Kosakonia|s__radicincitans
h6,g__Olivibacter|s__sp. SDN3
h0,g__Prosthecochloris|s__aestuarii
h4,g__Marinomonas|s__posidonica
h6,g__Methanosarcina|s__flavescens
h1,g__Prochlorococcus|s__sp. MIT 0801
h6,g__Paraburkholderia|s__caledonica
h8,g__Fibrobacter|s__succinogenes
h1,g__Caedibacter|s__taeniospiralis
h5,g__Stenotrophomonas|s__sp. LM091
h9,g__Clostridium|s__sp. JN-1
h9,g__Bacillus|s__methanolicus
h2,g__Photorhabdus|s__asymbiotica
h5,g__Acetomicrobium|s__mobile
h7,g__Chlamydia|s__sp. 2742-308
h5,g__Corynebacterium|s__sp. LMM-1652
h1,g__Pontibacter|s__akesuensis
h4,g__Acidiferrobacter|s__endosymbiont of Plagiopylea sp.
h8,g__Leuconostoc|s__citreum
h1,g__Pseudomonas|s__mucidolens
c__Mollicutes,g__Entomoplasma|s__melaleucae
h3,g__Bacillus|s__beveridgei
h5,g__Tessaracoccus|s__flavescens
h5,g__Pseudomonas|s__sp. R32
h5,g__Microbacterium|s__sp. CGR1
h6,g__Alteromonas|s__sp. 76-1
h2,g__Candidatus Solibacter|s__usitatus
LactoseConsumptionimport,g__Streptococcus|s__sanguinis
h7,g__Synechococcus|s__sp. KORDI-100
h9,g__Streptomyces|s__pristinaespiralis
h3,g__Corynebacterium|s__sp. 2039
h0,g__Plantibacter|s__flavus
h8,g__Kosakonia|s__Enterobacteriaceae endosymbiont of Donacia cincticornis
h9,g__Clostridium|s__novyi
h4,g__Haloplanus|s__rubicundus
h6,g__Altererythrobacter|s__sp. BO-6
h6,g__Algoriphagus|s__machipongonensis
h8,g__Pseudomonas|s__arsenicoxydans
h9,g__Hymenobacter|s__nivis
FormaldehydeProductionexport,g__Escherichia|s__coli
h6,g__Olsenella|s__sp. GAM18
h2,g__Aggregatibacter|s__aphrophilus
h3,g__Streptomyces|s__kanamyceticus
L-GlutamateL-GlutamicacidGlutamateD-GlutamateConsumptionimport,g__Deinococcus|s__radiodurans
h9,g__Nocardioides|s__marinisabuli
h4,g__Bartonella|s__grahamii
h9,g__Paenibacillus|s__crassostreae
CO2Productionexport,g__Mycoplasma|s__arthritidis
h9,g__Desulfobacter|s__postgatei
h9,g__Blattabacterium|s__sp. (Blattella germanica)
h4,g__Haloterrigena|s__sp. YPL8
h1,g__Cohnella|s__candidum
h3,g__Acidianus|s__brierleyi
h7,g__Mycobacterium|s__sp. DL440
h7,g__Halopiger|s__xanaduensis
c__Bacteroidia,g__Alistipes|s__indistinctus
h1,g__Pseudomonas|s__sp. URMO17WK12:I11
MethylamineMonomethylamineConsumptionimport,g__Ralstonia|s__pickettii
h8,g__Ehrlichia|s__canis
h6,g__Campylobacter|s__coli
h8,g__Paraburkholderia|s__sp. DHF22
h1,g__Micrococcus|s__sp. 28
h4,g__Edwardsiella|s__tarda
h7,g__Micromonospora|s__sp. B006
h3,g__Kosakonia|s__Enterobacteriaceae endosymbiont of Plateumaris consimilis
h7,g__Sphingomonas|s__sediminicola
h7,g__Brevundimonas|s__sp. GW460-12-10-14-LB2
h2,g__Streptomyces|s__sp. CB00271
h2,g__Litoricola|s__lipolytica
h5,g__Bradyrhizobium|s__sp. CCGE-LA001
h7,g__Pseudomonas|s__sp. XWY-1
h0,g__Microbacterium|s__foliorum
h5,g__Sulfurospirillum|s__sp. ACSDCE
h5,g__Candidatus Hepatoplasma|s__crinochetorum
c__Betaproteobacteria,g__Candidatus Methylopumilus|s__rimovensis
h3,g__Komagataeibacter|s__oboediens
h4,g__Tsukamurella|s__tyrosinosolvens
h6,g__Marinobacter|s__hydrocarbonoclasticus
h8,g__Pseudomonas|s__sp. OIL-1
h3,g__Erythrobacter|s__sp. HL-111
h3,g__Bacillus|s__paranthracis
c__Actinobacteria,g__Xylanimonas|s__allomyrinae
c__Gammaproteobacteria,g__Klebsiella|s__sp. P1CD1
h0,g__Anoxybacillus|s__flavithermus
h0,g__Aeromicrobium|s__erythreum
h8,g__Providencia|s__vermicola
h8,g__Arcobacter|s__defluvii
h5,g__Desulfovibrio|s__sp. IOR2
h9,g__Serratia|s__sp. LS-1
h0,g__Chryseobacterium|s__arthrosphaerae
h4,g__Nostoc|s__sp. TCL26-01
h4,g__Micromonospora|s__sp. B006
h1,g__Alteromonas|s__sp. BL110
h4,g__Microbacterium|s__sp. TPU 3598
h7,g__Edwardsiella|s__tarda
h8,g__Pseudanabaena|s__sp. ABRG5-3
h9,g__Deferribacter|s__desulfuricans
h0,g__Deinococcus|s__actinosclerus
h5,g__Selenomonas|s__sp. oral taxon 478
h2,g__Acinetobacter|s__bereziniae
h4,g__Streptomyces|s__chartreusis
h9,g__Ralstonia|s__blood disease bacterium A2-HR MARDI
h0,g__Brucella|s__sp. BO3
h3,g__Bifidobacterium|s__pullorum
h6,g__Lentibacillus|s__amyloliquefaciens
h9,g__Streptomyces|s__sp. CNQ-509
h7,g__Bacillus|s__marisflavi
h0,g__Micromonospora|s__chokoriensis
h7,g__Phreatobacter|s__stygius
h5,g__Kosakonia|s__Enterobacteriaceae endosymbiont of Donacia provostii
h8,g__Pseudoalteromonas|s__marina
h2,g__Aeromicrobium|s__sp. MF47
h4,g__Pontibacter|s__sp. SGAir0037
h0,g__Mycoplasma|s__mycoides
h2,g__Calothrix|s__sp. NIES-2100
h5,g__Nocardia|s__wallacei
h6,g__Amniculibacterium|s__sp. G2-70
h3,g__Sphingomonas|s__sp. HKS19
h7,g__Bradyrhizobium|s__genosp. L
h1,g__Marinomonas|s__mediterranea
h2,g__Streptococcus|s__sp. HSISM1
h6,g__Candidatus Moranella|s__endobia
h7,g__Micropruina|s__glycogenica
h2,g__Veillonella|s__parvula
h9,g__Conexibacter|s__woesei
h8,g__Vibrio|s__tritonius
h9,g__Moraxella|s__ovis
h9,g__Blattabacterium|s__sp. DPU
h2,g__Micromonospora|s__krabiensis
h2,g__Hymenobacter|s__sp. DG25A
57,g__Sphingopyxis|s__sp. QXT-31
h5,g__Massilia|s__albidiflava
c__Clostridia,g__Desulfallas|s__gibsoniae
h0,g__Pantoea|s__sp. At-9b
h3,g__Flavobacterium|s__faecale
h3,g__Rathayibacter|s__sp. VKM Ac-2762
h4,g__Treponema|s__paraluiscuniculi
h5,g__Duganella|s__sp. GN2-R2
h1,g__Paenibacillus|s__kribbensis
h7,g__Granulosicoccus|s__antarcticus
h2,g__Hymenobacter|s__sp. BT18
h5,g__Mesoflavibacter|s__profundi
c__Flavobacteriia,g__Lacinutrix|s__venerupis
h5,g__Methanolacinia|s__petrolearia
h6,g__Caldicellulosiruptor|s__lactoaceticus
h7,g__Haloarcula|s__taiwanensis
h7,g__Methanothermobacter|s__sp. THM-2
c__Betaproteobacteria,g__Sulfuriferula|s__sp. AH1
h9,g__Mycoplasma|s__tullyi
h2,g__Dinoroseobacter|s__shibae
h2,g__Aeromonas|s__rivipollensis
h5,g__Shewanella|s__livingstonensis
h2,g__Helicobacter|s__acinonychis
h6,g__Helicobacter|s__canis
h7,g__Egicoccus|s__halophilus
h4,g__Blautia|s__coccoides
h0,g__Bifidobacterium|s__angulatum
h5,g__Streptomyces|s__sp. Go-475
h6,g__Mycobacterium|s__paraseoulense
h7,g__Serratia|s__fonticola
h8,g__Pseudomonas|s__syringae
h8,g__Candidatus Aquiluna|s__sp. 15G-AUS-rot
h8,g__Thiohalobacter|s__thiocyanaticus
h9,g__Pseudomonas|s__sp. ATCC 43928
output,99
h6,g__Candidatus Phaeomarinobacter|s__ectocarpi
h1,g__Rhodobacter|s__capsulatus
h2,g__Mycoplasma|s__bovis
h5,g__Ligilactobacillus|s__Lactobacillus murinus
h5,g__Yersinia|s__bercovieri
h7,g__Candidatus Annandia|s__Enterobacteriaceae endosymbiont of Donacia simplex
120,g__Bordetella|s__genomosp. 13
h3,g__Citrobacter|s__sp. RHBSTW-00127
16,g__Parascardovia|s__denticolens
h4,g__Thiohalobacter|s__thiocyanaticus
h1,g__Janthinobacterium|s__svalbardensis
h8,g__Ferrimonas|s__sp. S7
h7,g__Rhodococcus|s__sp. WB9
h9,g__Francisella|s__persica
2,g__Dictyoglomus|s__turgidum
c__Flavobacteriia,g__Apibacter|s__sp. B3706
h9,g__Nitrosopumilus|s__adriaticus
h6,g__Methylobacterium|s__sp. 17Sr1-43
h1,g__Brachybacterium|s__sp. P6-10-X1
h4,g__Synechococcus|s__sp. BIOS-U3-1
h2,g__Gordonia|s__rubripertincta
h8,g__Nostoc|s__piscinale
h8,g__Brevirhabdus|s__pacifica
h0,g__Gibbsiella|s__quercinecans
h4,g__Mogibacterium|s__diversum
h6,g__Pseudoalteromonas|s__shioyasakiensis
EthanolConsumptionimport,g__Geobacter|s__lovleyi
h1,g__Bordetella|s__hinzii
h5,g__Pseudomonas|s__amygdali
MethanolConsumptionimport,g__Granulibacter|s__bethesdensis
h4,g__Streptomyces|s__sp. RPA4-2
h1,g__Burkholderia|s__plantarii
h3,g__Desulfovibrio|s__vulgaris
D-MannoseMannoseConsumptionimport,g__Leptotrichia|s__buccalis
h1,g__Stenotrophomonas|s__acidaminiphila
h5,g__Pseudomonas|s__sp. A214
h2,g__Mucilaginibacter|s__sp. G2-14
h4,g__Diaphorobacter|s__ruginosibacter
h6,g__Bordetella|s__parapertussis
h8,g__Pyrobaculum|s__neutrophilum
c__Gammaproteobacteria,g__Leminorella|s__richardii
h0,g__Paraclostridium|s__bifermentans
h5,g__Novosphingobium|s__sp. PP1Y
h4,g__Halothiobacillus|s__sp. LS2
c__Actinobacteria,g__Streptomyces|s__sp. CMB-StM0423
h6,g__Pseudomonas|s__sp. R1-43-08
h1,g__Methylobacterium|s__aquaticum
h2,g__Candidatus Purcelliella|s__pentastirinorum
h6,g__Brevundimonas|s__sp. MF30-B
h4,g__Eubacterium|s__sp. NSJ-61
c__Alphaproteobacteria,g__Rhizobium|s__daejeonense
h6,g__Sulfuriferula|s__sp. AH1
h5,g__Salinicola|s__tamaricis
h1,g__Flavonifractor|s__plautii
h9,g__Chryseobacterium|s__carnipullorum
h6,g__Terasakiella|s__sp. SH-1
h7,g__Rathayibacter|s__sp. VKM Ac-2760
h6,g__Rhodoferax|s__saidenbachensis
h8,g__Caldilinea|s__aerophila
h9,g__Methylomusa|s__anaerophila
h5,g__Weissella|s__cryptocerci
10,g__Desulfovibrio|s__piger
h5,g__Variovorax|s__paradoxus
h6,g__Spirosoma|s__sp. KCTC 42546
h9,g__Microlunatus|s__soli
h2,g__Flavobacterium|s__johnsoniae
N2Productionexport,g__Pseudomonas|s__mendocina
h1,g__Nocardioides|s__sp. HDW12B
h1,g__Spiroplasma|s__phoeniceum
h2,g__Bradyrhizobium|s__sp.
h6,g__Saccharopolyspora|s__pogona
h2,g__Bacillus|s__haynesii
c__Nitriliruptoria,g__Euzebya|s__sp. DY32-46
h5,g__Leucobacter|s__sp. HDW9C
h2,g__Psychrobacillus|s__glaciei
c__Chlorobia,g__Prosthecochloris|s__sp. CIB 2401
h6,g__Flavobacterium|s__sp. KBS0721
c__Gammaproteobacteria,g__Pseudomonas|s__fluorescens
h0,g__Pseudoalteromonas|s__spongiae
h1,g__Streptomyces|s__scabiei
h3,g__Acinetobacter|s__sp. ACNIH1
h9,g__Prevotella|s__oris
h3,g__Sulfolobus|s__sp. E5-1-F
h9,g__Corynebacterium|s__sp. NML93-0612
h7,g__Streptomyces|s__sp. QHH-9511
h1,g__Rufibacter|s__sp. DG31D
h4,g__Shewanella|s__loihica
UreaConsumptionimport,g__Desulfovibrio|s__piger
h7,g__Lactobacillus|s__acetotolerans
c__Gammaproteobacteria,g__Citrobacter|s__sp. RHBSTW-00524
h5,g__Sulfitobacter|s__sp. THAF37
c__Actinobacteria,g__Corynebacterium|s__sp. zg-917
h8,g__Mycobacterium|s__lacus
h6,g__Leptotrichia|s__trevisanii
h6,g__Thermococcus|s__sp. IRI35c
c__Gammaproteobacteria,g__Klebsiella|s__sp.
h7,g__Reinekea|s__forsetii
