parent,child
h0,g__Salinimonas|s__sp. G2-b
h6,g__Thermococcus|s__sp. 26/2
h1,g__Synechococcus|s__sp. NOUM97013
Isobutyrate2-MethylpropanoicacidProductionexport,g__Bacteroides|s__thetaiotaomicron
h0,g__Sphingomonas|s__sp. LM7
h1,g__Chlamydia|s__abortus
h5,g__Geminocystis|s__sp. NIES-3708
h2,g__Corynebacterium|s__variabile
g__Acinetobacter,g__Acinetobacter|s__sp. WCHA55
AscorbicacidVitaminCL-AscorbateAscorbateProductionexport,g__Ketogulonicigenium|s__vulgare
h1,g__Isoptericola|s__dokdonensis
h1,g__Aeromonas|s__sp. ASNIH7
h0,g__Micromonospora|s__krabiensis
h1,g__Lonsdalea|s__britannica
h3,g__Candidatus Nitrosotalea|s__okcheonensis
h4,g__Hoyosella|s__subflava
h3,g__Pseudomonas|s__sp. BIOMIG1BAC
h3,g__Brucella|s__sp. 6810
h3,g__Rahnella|s__sp. WMR66
11,g__Geobacter|s__sulfurreducens
D-FructoseFructoseConsumptionimport,g__Lactobacillus|s__amylovorus
g__Methanothermobacter,g__Methanothermobacter|s__sp. THM-2
h4,g__Pseudomonas|s__sp. R2-7-07
h5,g__Saccharopolyspora|s__endophytica
h8,g__Aeromonas|s__sp. CA23
h6,g__Pectobacterium|s__punjabense
h2,g__Streptomyces|s__coelicolor
h8,g__Nitrosomonas|s__europaea
g__Virgibacillus,g__Virgibacillus|s__dokdonensis
h5,g__Streptomyces|s__sp. RLB3-17
h5,g__Leuconostoc|s__sp. C2
h8,g__Fibrisoma|s__limi
h5,g__Chryseobacterium|s__sp. SNU WT5
h9,g__Pseudomonas|s__asiatica
h5,g__Sulfurimonas|s__sp. 1-1N
h0,g__Formosa|s__sediminum
h0,g__Mameliella|s__alba
h0,g__Treponema|s__azotonutricium
h2,g__Halothece|s__sp. PCC 7418
h0,g__Streptomyces|s__sp. S1A1-7
g__Litorilituus,g__Litorilituus|s__sediminis
h7,g__Pleurocapsa|s__minor
h3,g__Marinitoga|s__sp. 1137
h5,g__Paraoceanicella|s__profunda
h0,g__Avibacterium|s__paragallinarum
h3,g__Burkholderia|s__sp. KBS0801
h3,g__Mycobacterium|s__sp. MS1601
h6,g__Chryseobacterium|s__gleum
h1,g__Kitasatospora|s__sp. MMS16-BH015
h7,g__Sulfurimonas|s__sp. NW10
h5,g__Schleiferilactobacillus|s__Lactobacillus harbinensis
h1,g__Spiroplasma|s__clarkii
h3,g__Haloferax|s__mediterranei
h9,g__Sagittula|s__sp. P11
h6,g__Meiothermus|s__ruber
h6,g__Winkia|s__sp. C64
h8,g__Vibrio|s__cincinnatiensis
h4,g__Xanthomonas|s__arboricola
h7,g__Leclercia|s__sp. 119287
g__Methanobrevibacter,g__Methanobrevibacter|s__ruminantium
h4,g__Microbacterium|s__lemovicicum
g__Bartonella,g__Bartonella|s__apis
h3,g__Candidatus Methylopumilus|s__rimovensis
h4,g__Mycoplasma|s__bovirhinis
h0,g__Limosilactobacillus|s__reuteri
h5,g__Saprospira|s__grandis
h9,g__Microbacterium|s__sp. Se63.02b
h9,g__Colwellia|s__sp. PAMC 20917
h1,g__Blautia|s__argi
h3,g__Luteimonas|s__chenhongjianii
h4,g__Stanieria|s__cyanosphaera
g__Symbiobacterium,g__Symbiobacterium|s__thermophilum
g__Thermococcus,g__Thermococcus|s__sp. IRI35c
GlycocholateConsumptionimport,g__Lactobacillus|s__gasseri
h9,g__Anoxybacillus|s__sp. PDR2
h1,g__Paracoccus|s__kondratievae
h7,g__Mycoplasma|s__fermentans
h7,g__Rahnella|s__sp. WMR121
h7,g__Streptococcus|s__milleri
g__Leptotrichia,g__Leptotrichia|s__wadei
h0,g__Streptomyces|s__sp. RLB3-17
h7,g__Mycoplasma|s__haemocanis
h4,g__Herbaspirillum|s__huttiense
h4,g__Halomonas|s__sp. hl-4
h8,g__Borreliella|s__bavariensis
h0,g__Roseovarius|s__mucosus
h1,g__Pseudomonas|s__versuta
h5,g__Bifidobacterium|s__adolescentis
h5,g__Streptomyces|s__alboniger
h3,g__Jeotgalibacillus|s__malaysiensis
h7,g__Desulfurobacterium|s__thermolithotrophum
h4,g__Serpentinomonas|s__mccroryi
g__Metakosakonia,g__Metakosakonia|s__sp. MRY16-398
g__Mycobacterium,g__Mycobacterium|s__sp. MOTT36Y
h0,g__Spiribacter|s__salinus
h2,g__Barnesiella|s__viscericola
h9,g__Sphingopyxis|s__sp. 113P3
277,g__Actinoplanes|s__missouriensis
h4,g__Pseudomonas|s__sp. LG1E9
h5,g__Pluralibacter|s__[Enterobacter] lignolyticus
h8,g__Carnobacterium|s__sp.
h5,g__Halarchaeum|s__sp. CBA1220
h8,g__Pseudomonas|s__sp. UW4
h9,g__Mesorhizobium|s__sp. NZP2077
h3,g__Mycobacterium|s__haemophilum
h3,g__Corynebacterium|s__simulans
h2,g__Bartonella|s__bovis
h1,g__Enterococcus|s__sp. M190262
h2,g__Caldicellulosiruptor|s__obsidiansis
L-MalateS-MalateL-MalicacidMalateD-MalateR-MalateConsumptionimport,g__Corynebacterium|s__glutamicum
h2,g__Flavobacterium|s__sp. 140616W15
h4,g__Gordonia|s__sp. HY186
g__Tatumella,g__Tatumella|s__ptyseos
h7,g__Paenibacillus|s__sp. UniB2
h0,g__Kyrpidia|s__tusciae
h1,g__Leuconostoc|s__lactis
h9,g__Acinetobacter|s__sp. 10FS3-1
output,g__Novibacillus
h4,g__Candidatus Sneabacter|s__namystus
h6,g__Aeromonas|s__salmonicida
h9,g__Tomitella|s__sp. HY172
h9,g__Erwinia|s__sp. J780
Isovalerate3-MethylbutanoicacidConsumptionimport,g__Butyrivibrio|s__fibrisolvens
output,MyristicacidTetradecanoicacidTetradecanoateConsumptionimport
48,g__Sphingomonas|s__sp. LMO-1
h0,g__Pseudomonas|s__sp. MYb193
h8,g__Microbulbifer|s__sp. THAF38
h2,g__Buchnera|s__aphidicola
g__Lactobacillus,g__Lactobacillus|s__sp. D1501
h1,g__Wolbachia|s__endosymbiont of Carposina sasakii
h3,g__Streptomyces|s__sp. M2
h7,g__Corynebacterium|s__variabile
h7,g__Pectobacterium|s__punjabense
h1,g__Streptomyces|s__sp. S1D4-20
h3,g__Tenacibaculum|s__dicentrarchi
h1,g__Actinomyces|s__viscosus
h4,g__Mycolicibacterium|s__thermoresistibile
h2,g__Herbaspirillum|s__huttiense
h6,g__Leuconostoc|s__citreum
h8,g__Deinococcus|s__proteolyticus
h2,g__Capnocytophaga|s__sp. oral taxon 902
h9,g__Undibacterium|s__sp. YM2
g__Nonlabens,g__Nonlabens|s__spongiae
287,g__Aquitalea|s__sp. USM4
h6,g__Acetobacterium|s__sp. KB-1
h9,g__Pseudomonas|s__sp. MYb193
h6,g__Streptomyces|s__asterosporus
h4,g__Spirochaeta|s__thermophila
h2,g__Bacillus|s__sp. PAMC26568
h4,g__Planktomarina|s__temperata
h3,g__Neisseria|s__polysaccharea
h8,g__Mycoavidus|s__cysteinexigens
h4,g__Streptomyces|s__nitrosporeus
h2,g__Burkholderia|s__sp. Bp7605
h4,g__Bacillus|s__sp. FJAT-14266
h6,g__Mesorhizobium|s__erdmanii
h9,g__Corynebacterium|s__suranareeae
h6,g__Aeromonas|s__sp. 2692-1
h8,g__Helicobacter|s__bizzozeronii
h3,g__Pseudomonas|s__sp. JY-Q
h5,g__Acinetobacter|s__sp. WCHA45
33,g__Phytohabitans|s__suffuscus
h5,g__Leptolyngbya|s__boryana
h1,g__Saccharopolyspora|s__sp. ASAGF58
h3,g__Paenarthrobacter|s__sp. YJN-5
h7,g__Spiroplasma|s__chinense
h2,g__Candidatus Amoebophilus|s__asiaticus
h5,g__Erythrobacter|s__mangrovi
g__CandidatusAnnandia,g__Candidatus Annandia|s__Enterobacteriaceae endosymbiont of Donacia dentata
h0,g__Desulfallas|s__gibsoniae
h4,g__Dictyoglomus|s__thermophilum
output,g__Oligella
h0,g__Achromobacter|s__pestifer
g__Streptococcus,g__Streptococcus|s__pneumoniae
h4,g__Rhizobium|s__phaseoli
h5,g__Rhodococcus|s__sp. AQ5-07
h6,g__Clostridium|s__estertheticum
h8,g__Antarcticibacterium|s__flavum
h8,g__Paracoccus|s__zhejiangensis
h8,g__Borrelia|s__maritima
h9,g__Casimicrobium|s__huifangae
h9,g__Peptoclostridium|s__acidaminophilum
h0,g__Pseudarthrobacter|s__chlorophenolicus
h7,g__Lacimicrobium|s__alkaliphilum
h3,g__Pseudomonas|s__sp. LG1D9
h5,g__Paenibacillus|s__sp. E222
h4,g__Flavobacterium|s__sp. I3-2
h1,g__Fusobacterium|s__necrophorum
h2,g__Arcobacter|s__lekithochrous
h8,g__Pseudopropionibacterium|s__propionicum
h0,g__Acinetobacter|s__sp. YH12138
h0,g__Sphingobium|s__chlorophenolicum
h7,g__Pseudomonas|s__litoralis
output,g__Mobiluncus
g__Pseudolabrys,g__Pseudolabrys|s__taiwanensis
g__Haliangium,g__Haliangium|s__ochraceum
h0,g__Saccharomonospora|s__marina
h1,g__Hymenobacter|s__sedentarius
h8,g__Starkeya|s__novella
h8,g__Thauera|s__aromatica
h7,g__Fimbriimonas|s__ginsengisoli
output,ButylamineProductionexport
h0,g__Micromonospora|s__sp. B006
h7,g__Mycoplasma|s__pulmonis
h8,g__Streptomyces|s__sp. FQ1
h1,g__Brachybacterium|s__sp. SGAir0954
h3,g__Pseudoxanthomonas|s__mexicana
g__Neisseria,g__Neisseria|s__lactamica
g__Idiomarina,g__Idiomarina|s__andamanensis
g__Halorussus,g__Halorussus|s__sp. RC-68
h9,g__Polaromonas|s__sp. JS666
h7,g__Blautia|s__producta
h7,g__Streptococcus|s__sp. HSISB1
h5,g__Bradyrhizobium|s__sp. CCBAU 51753
output,g__Acetohalobium
g__Pantoea,g__Pantoea|s__sp. MT58
266,g__Paraburkholderia|s__phymatum
h3,g__Lysobacter|s__sp. H23M41
h7,g__Streptococcus|s__vestibularis
h6,g__Brevibacillus|s__sp. JNUCC-41
h6,g__Tatumella|s__sp. TA1
g__Streptococcus,g__Streptococcus|s__pyogenes
h4,g__Polaromonas|s__sp. W11N
h2,g__Sphingomonas|s__sp. KC8
h6,g__Tessaracoccus|s__flavescens
g__Bacillus,g__Bacillus|s__cereus
h3,g__Caproiciproducens|s__sp. 7D4C2
h4,g__Ferrovibrio|s__terrae
h5,g__Sulfitobacter|s__guttiformis
h5,g__Marinobacter|s__sp. CP1
h7,g__Exiguobacterium|s__sp. Helios
h9,g__Salmonella|s__sp. HNK130
h3,g__Salinarchaeum|s__sp. Harcht-Bsk1
g__Bradyrhizobium,g__Bradyrhizobium|s__betae
h7,g__Halorhabdus|s__tiamatea
h8,g__Brevibacillus|s__brevis
h2,g__Methanomethylovorans|s__hollandica
h3,g__Mesorhizobium|s__sp. M7A.F.Ce.TU.012.03.2.1
h8,g__Clostridium|s__drakei
D-FructoseFructoseConsumptionimport,g__Bifidobacterium|s__bifidum
h0,g__Campylobacter|s__hepaticus
h5,g__Methanobacterium|s__congolense
g__Bosea,g__Bosea|s__sp. RAC05
h6,g__Mycobacteroides|s__immunogenum
h8,g__Bacillus|s__sp. FJAT-45348
h2,g__Microbacterium|s__sp. str. 'China'
h4,g__Providencia|s__sp. WCHPHu000369
10,g__Desulfovibrio|s__sulfodismutans
h7,g__Massilia|s__lutea
h8,g__Staphylococcus|s__stepanovicii
h7,g__Methanocaldococcus|s__bathoardescens
h1,g__Macrococcus|s__canis
h1,g__Legionella|s__endosymbiont of Polyplax serrata
h1,g__Xanthomonas|s__sp. SI
h3,g__Streptomyces|s__sp. FR-008
h6,g__Pseudomonas|s__sp. GLE121
h9,g__Hungateiclostridium|s__thermocellum
h9,g__Thermus|s__scotoductus
h8,g__Fluoribacter|s__dumoffii
h8,g__Mucilaginibacter|s__sp. 14171R-50
h7,g__Campylobacter|s__sp. RM12175
h4,g__Mycoplasma|s__yeatsii
h5,g__Pseudomonas|s__sp. S49
g__Mycoplasma,g__Mycoplasma|s__flocculare
h8,g__Microbacterium|s__sp. YJN-G
h9,g__Nocardia|s__mangyaensis
h3,g__Clostridium|s__scatologenes
h3,g__Cedecea|s__neteri
h0,g__Amedibacterium|s__intestinale
h1,g__Lactiplantibacillus|s__plantarum
h6,g__Halobacteroides|s__halobius
h7,g__Phaeobacter|s__porticola
h2,g__Finegoldia|s__magna
h5,g__Moraxella|s__sp. TA144
h0,g__Ignicoccus|s__islandicus
h5,g__Candidatus Blochmannia|s__Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri
h4,g__Picrophilus|s__torridus
g__Sporolactobacillus,g__Sporolactobacillus|s__terrae
h3,g__Clostridioides|s__difficile
h2,g__Chitinophaga|s__sp. MD30
h2,g__Nocardioides|s__baekrokdamisoli
h6,g__Campylobacter|s__sp. CFSAN093257
h5,g__Massilia|s__sp. WG5
h3,g__Shewanella|s__japonica
g__Pseudomonas,g__Pseudomonas|s__sp. B10
h1,g__Candidatus Annandia|s__Enterobacteriaceae endosymbiont of Plateumaris sericea
h3,g__Dyella|s__sp. M7H15-1
h5,g__Gramella|s__fulva
output,g__Vogesella
h6,g__Antarctobacter|s__heliothermus
h7,g__Pseudomonas|s__extremorientalis
h9,g__Bacillus|s__horikoshii
h6,g__Flavobacterium|s__faecale
h6,g__Mesorhizobium|s__sp. M2A.F.Ca.ET.043.02.1.1
h8,g__Streptococcus|s__sp. CNU G2
h7,g__Bacillus|s__lentus
h8,g__Chryseobacterium|s__sp. G0162
h9,g__Haloplanus|s__aerogenes
h4,g__Saccharopolyspora|s__coralli
g__Izhakiella,g__Izhakiella|s__sp. KSNA2
h8,g__Sphingomonas|s__sp. FARSPH
g__Haloplanus,g__Haloplanus|s__aerogenes
h2,g__Pseudomonas|s__silesiensis
h7,g__Pseudonocardia|s__sp. EC080610-09
h0,g__Novibacillus|s__thermophilus
h9,g__Ornithinimicrobium|s__sp. H23M54
h6,g__Pseudomonas|s__sp. R76
h8,g__Actinomyces|s__oris
6,g__Trueperella|s__pyogenes
h5,g__Natrinema|s__pallidum
2,g__Ligilactobacillus|s__Lactobacillus saerimneri
h6,g__Kosmotoga|s__olearia
h0,g__Lysobacter|s__sp. HDW10
output,33
h8,g__Selenomonas|s__sp. oral taxon 126
h7,g__Variovorax|s__sp. PAMC26660
output,g__Alkalitalea
PectinMacromoleculedegradation,g__Bacteroides|s__thetaiotaomicron
output,g__CandidatusPortiera
h6,g__Sphingomonas|s__sp. LK11
h4,g__Thermomonas|s__sp. SY21
h7,g__Clostridium|s__ljungdahlii
h8,g__Sebaldella|s__termitidis
h8,g__Waddlia|s__chondrophila
h7,g__Pantoea|s__sp. CCBC3-3-1
h9,g__Actinomyces|s__naeslundii
h9,g__Azoarcus|s__sp. CIB
h5,g__Rickettsia|s__conorii
h3,g__Pyrococcus|s__abyssi
h0,g__Streptomyces|s__sp. NEAU-sy36
h6,g__Sphingobium|s__sp. EP60837
h9,g__Caedibacter|s__taeniospiralis
output,Isopropanol2-PropanolProductionexport
g__Mycoplasma,g__Mycoplasma|s__tullyi
h4,g__Fructilactobacillus|s__Lactobacillus sanfranciscensis
h8,g__Citrobacter|s__sp. ABFQG
h1,g__Paracoccus|s__aminovorans
h2,g__Pseudomonas|s__resinovorans
g__Sphingobacterium,g__Sphingobacterium|s__sp. CZ-2
h0,g__Lelliottia|s__nimipressuralis
h1,g__Romboutsia|s__sp. CE17
h3,g__Candidatus Pelagibacter|s__ubique
h6,g__Verrucosispora|s__maris
h7,g__Entomomonas|s__moraniae
output,g__Lawsonia
h2,g__Longibaculum|s__sp. KGMB06250
h8,g__Micrococcus|s__sp. A1
5,g__Clostridium|s__pasteurianum
6,g__Spiroplasma|s__citri
h0,g__Azospirillum|s__ramasamyi
h0,g__Rathayibacter|s__sp. VKM Ac-2801
h5,g__Sphingomonas|s__sediminicola
h4,g__Salinivirga|s__cyanobacteriivorans
h7,g__Bifidobacterium|s__choerinum
h8,g__Vibrio|s__europaeus
h0,g__Gemmatirosa|s__kalamazoonesis
h0,g__Yersinia|s__mollaretii
g__Nitrosomonas,g__Nitrosomonas|s__sp. AL212
h5,g__Idiomarina|s__sp. X4
output,g__Neorickettsia
h4,g__Bradyrhizobium|s__betae
h6,g__Bacillus|s__sp. DM2
h8,g__Rhizobium|s__flavum
g__Lactiplantibacillus,g__Lactiplantibacillus|s__plantarum
output,g__Mycoavidus
g__Pseudomonas,g__Pseudomonas|s__sp. R1-43-08
h0,g__Pantoea|s__sp. MT58
h6,g__Altererythrobacter|s__sp. BO-6
g__Enterobacter,g__Enterobacter|s__chengduensis
h7,g__Frankia|s__casuarinae
g__Nitrosopumilus,g__Nitrosopumilus|s__piranensis
h6,g__Methylacidiphilum|s__infernorum
h8,g__Streptomyces|s__platensis
h9,g__Gordonia|s__phthalatica
h4,g__Actinoplanes|s__missouriensis
h4,g__Treponema|s__denticola
g__Acetobacterium,g__Acetobacterium|s__sp. KB-1
h1,g__Jonesia|s__denitrificans
h1,g__Vagococcus|s__penaei
h5,g__Vibrio|s__vulnificus
h7,g__Mycolicibacterium|s__rutilum
AcetateProductionexport,g__Mycoplasma|s__mycoides
h0,g__Lautropia|s__mirabilis
h1,g__Erythrobacter|s__sp. HL-111
h6,g__Actinoplanes|s__sp. N902-109
h9,g__Francisella|s__orientalis
h6,g__Mesobacillus|s__foraminis
h3,g__Streptomyces|s__sp. Sge12
g__Herbaspirillum,g__Herbaspirillum|s__frisingense
h9,g__Rhizobium|s__sp. 11515TR
h0,g__Shewanella|s__frigidimarina
h1,g__Prevotella|s__denticola
h0,g__Synechococcus|s__sp. RCC307
h4,g__Sulfolobus|s__sp. NOB8H2
g__Edwardsiella,g__Edwardsiella|s__hoshinae
h7,g__Desulfovibrio|s__fairfieldensis
h9,g__Blautia|s__coccoides
g__Maricaulis,g__Maricaulis|s__maris
h0,g__Campylobacter|s__volucris
h5,g__Solibacillus|s__silvestris
h9,g__Erythrobacter|s__gangjinensis
h7,g__Aquitalea|s__sp. THG-DN7.12
h4,g__Mycoplasma|s__columbinasale
h8,g__Methanobacterium|s__congolense
h8,g__Staphylothermus|s__hellenicus
h5,g__Citrobacter|s__sp. SNU WT2
h7,g__Thalassotalea|s__sp. LPB0316
h9,g__Latilactobacillus|s__Lactobacillus sakei
52,g__Desulfosporosinus|s__youngiae
11,g__Aerosticca|s__soli
12,g__Leclercia|s__adecarboxylata
h5,g__Rodentibacter|s__pneumotropicus
h9,g__Methanobacterium|s__paludis
h4,g__Streptococcus|s__marmotae
h7,g__Rhodococcus|s__sp. PBTS 1
224,g__Methylophaga|s__nitratireducenticrescens
h7,g__Gordonia|s__westfalica
g__Sulfitobacter,g__Sulfitobacter|s__pontiacus
h0,g__Thermovibrio|s__ammonificans
h9,g__Capnocytophaga|s__stomatis
g__Streptomyces,g__Streptomyces|s__sp. So13.3
h9,g__Phocaeicola|s__dorei
h9,g__Methanothrix|s__thermoacetophila
h6,g__Dickeya|s__zeae
h9,g__Pseudomonas|s__rhizosphaerae
h3,g__Sphaerochaeta|s__pleomorpha
h1,g__Leucobacter|s__muris
output,g__Methylovirgula
h2,g__Bacillus|s__wiedmannii
h2,g__Pseudolabrys|s__taiwanensis
h9,g__Blattabacterium|s__sp. (Nauphoeta cinerea)
h1,g__Porphyrobacter|s__neustonensis
h7,g__Sagittula|s__sp. P11
g__Selenomonas,g__Selenomonas|s__ruminantium
h1,g__Clostridium|s__butyricum
h4,g__Zhongshania|s__aliphaticivorans
h1,g__Yersinia|s__enterocolitica
h7,g__Variovorax|s__sp. HW608
h1,g__Algibacter|s__sp. L1A34
h3,g__Pseudoalteromonas|s__sp. Scap06
g__CandidatusIzimaplasma,g__Candidatus Izimaplasma|s__sp. HR1
h1,g__Staphylococcus|s__simulans
h2,g__Paenibacillus|s__polymyxa
12,g__Bacillus|s__sp. KH172YL63
h3,g__Exiguobacterium|s__sp. Helios
h1,g__Actinomyces|s__sp. 299
h5,g__Pseudomonas|s__sp. SWI36
h2,g__Cellulomonas|s__sp. H30R-01
h7,g__Dickeya|s__solani
h2,g__Chlamydia|s__sp. S15-834C
L-AspartateAspartateD-AspartateConsumptionimport,g__Clostridium|s__perfringens
h1,g__Ammonifex|s__degensii
h7,g__Leifsonia|s__sp. PS1209
h1,g__Pseudomonas|s__sp. R2-7-07
g__Raoultella,g__Raoultella|s__planticola
h7,g__Mariprofundus|s__aestuarium
h9,g__Chryseobacterium|s__sp. NEB161
h6,g__Enterobacter|s__cloacae complex sp. FDA-CDC-AR_0164
h9,g__Aeromonas|s__sp. 1805
h1,g__Veillonella|s__parvula
h2,g__Stappia|s__indica
h2,g__Microbacterium|s__sp. PAMC 28756
h4,g__Cellulosimicrobium|s__cellulans
h4,g__Enterobacter|s__kobei
h7,g__Ignicoccus|s__hospitalis
h9,g__Prevotella|s__intermedia
h2,g__Mesorhizobium|s__sp. M7D.F.Ca.US.005.01.1.1
h4,g__Candidatus Nitrosotenuis|s__aquarius
h6,g__Staphylococcus|s__equorum
h8,g__Bdellovibrio|s__bacteriovorus
h8,g__Francisella|s__sp. MA067296
h5,g__Paenibacillus|s__xylanexedens
h2,g__Rhodococcus|s__rhodochrous
9,g__Bacillus|s__thuringiensis
26,g__Actinopolyspora|s__erythraea
g__Prochlorococcus,g__Prochlorococcus|s__sp. MIT 0801
h4,g__Mycoplasma|s__salivarium
h9,g__Gordonia|s__iterans
h8,g__Vibrio|s__crassostreae
h9,g__Legionella|s__geestiana
h8,g__Dyella|s__thiooxydans
GlycodeoxycholateConsumptionimport,g__Bacteroides|s__fragilis
h2,g__Wenzhouxiangella|s__sp. AB-CW3
g__Opitutus,g__Opitutus|s__sp. GAS368
h3,g__Metabacillus|s__sp. KUDC1714
h3,g__Agrobacterium|s__tumefaciens
h8,g__Cupriavidus|s__pinatubonensis
h6,g__Mycobacterium|s__saskatchewanense
h9,g__Pseudodesulfovibrio|s__indicus
h1,g__Mycolicibacterium|s__pulveris
h3,g__Chryseobacterium|s__nakagawai
h3,g__Loigolactobacillus|s__Lactobacillus coryniformis
h9,g__Limnobacter|s__sp. SAORIC-580
57,g__Mycolicibacterium|s__celeriflavum
h1,g__Capnocytophaga|s__stomatis
h2,g__Chlorobium|s__chlorochromatii
h8,g__Corynebacterium|s__vitaeruminis
h9,g__Psychrobacter|s__sp. P11G5
output,180
h1,g__Spirosoma|s__sp. CJU-R4
h8,g__Geobacillus|s__sp. 44B
h6,g__Pradoshia|s__sp. D12
h3,g__Spiroplasma|s__chinense
3,g__Mucinivorans|s__hirudinis
h4,g__Sphingobium|s__sp. SYK-6
h4,g__Sulfuriferula|s__nivalis
GlycocholateConsumptionimport,g__Bifidobacterium|s__adolescentis
h4,g__Haloarcula|s__hispanica
h1,g__Dickeya|s__sp. NCPPB 3274
h3,g__Thermofilum|s__adornatum
h4,g__Pseudomonas|s__Candidatus Pseudomonas adelgestsugas
h8,g__Saliniradius|s__amylolyticus
h9,g__Aeromicrobium|s__erythreum
g__Pediococcus,g__Pediococcus|s__pentosaceus
g__Cohaesibacter,g__Cohaesibacter|s__sp. ES.047
h2,g__Proteus|s__mirabilis
h2,g__Pseudescherichia|s__vulneris
h1,g__Halomonas|s__sp. hl-4
h3,g__Mannheimia|s__haemolytica
h0,g__Paraburkholderia|s__phymatum
h3,g__Shewanella|s__sp. Scap07
h4,g__Bacteroides|s__caccae
h8,g__Streptomyces|s__sp. QHH-9511
h6,g__Thermoactinomyces|s__vulgaris
h8,g__Neochlamydia|s__sp. S13
h9,g__Chryseobacterium|s__piperi
h2,g__Corynebacterium|s__doosanense
h7,g__Marisediminicola|s__antarctica
h7,g__Brevibacterium|s__sp. JNUCC-42
h3,g__Paenibacillus|s__guangzhouensis
h2,g__Muricauda|s__lutaonensis
h7,g__Caldivirga|s__maquilingensis
g__Caballeronia,g__Caballeronia|s__sp. SBC2
h3,g__Agarilytica|s__rhodophyticola
h7,g__Streptacidiphilus|s__sp. P02-A3a
h7,g__Sphingobium|s__hydrophobicum
h6,g__Pseudobacter|s__ginsenosidimutans
h6,g__Streptomyces|s__gilvosporeus
g__Rothia,g__Rothia|s__amarae
h8,g__Epilithonimonas|s__vandammei
h9,g__Clostridium|s__kluyveri
h4,g__Methanosarcina|s__acetivorans
h8,g__Sulfurospirillum|s__sp. SL2-2
h1,g__Streptomyces|s__asterosporus
h8,g__Chryseobacterium|s__balustinum
h2,g__Peptacetobacter|s__hiranonis
h9,g__Polynucleobacter|s__difficilis
g__Amycolatopsis,g__Amycolatopsis|s__sp. YIM 10
h8,g__Anaerococcus|s__prevotii
h3,g__Mycoplasma|s__genitalium
h1,g__Streptomyces|s__lydicus
output,TrimethylamineConsumptionimport
h6,g__Pseudomonas|s__plecoglossicida
h7,g__Desulfosarcina|s__widdelii
h9,g__Agrobacterium|s__fabrum
h4,g__Oenococcus|s__sp. UCMA 16435
h8,g__Bacillus|s__xiamenensis
h4,g__Shewanella|s__sp. SNU WT4
h5,g__Methylobacterium|s__mesophilicum
h8,g__Ammonifex|s__degensii
11,g__Lysobacter|s__soli
h4,g__Streptomyces|s__griseus
h4,g__Fluviicola|s__taffensis
h5,g__Acutalibacter|s__muris
h3,g__Gemmatirosa|s__kalamazoonesis
h5,g__Bacillus|s__sp. CS13
h1,g__Pseudodesulfovibrio|s__indicus
output,L-LactateS-LactateLactateD-LactateR-LactateConsumptionimport
h0,g__Wolbachia|s__endosymbiont of Drosophila incompta
h5,g__Cellulomonas|s__sp. JZ18
h3,g__Caldisericum|s__exile
h8,g__Polynucleobacter|s__sp. LimPoW16
h9,g__Streptosporangium|s__sp. 'caverna'
h7,g__Cellulosimicrobium|s__sp. BI34T
g__Vibrio,g__Vibrio|s__alfacsensis
RaffinoseConsumptionimport,g__Blautia|s__hansenii
h0,g__Natrarchaeobaculum|s__sulfurireducens
h3,g__Geobacillus|s__kaustophilus
h6,g__Pyrolobus|s__fumarii
h5,g__Ruegeria|s__sp. PR1b
h6,g__Ralstonia|s__blood disease bacterium A2-HR MARDI
h5,g__Paenibacillus|s__sp. UniB2
h9,g__Pseudoalteromonas|s__sp. MT33b
4,g__Eubacterium|s__maltosivorans
h6,g__Latilactobacillus|s__Lactobacillus fuchuensis
h6,g__Micromonospora|s__inositola
h5,g__Microbacterium|s__paludicola
h2,g__Roseivivax|s__sp. THAF197b
CholineConsumptionimport,g__Streptococcus|s__parasanguinis
h3,g__Lelliottia|s__nimipressuralis
h5,g__Nostoc|s__linckia
h0,g__Acidipropionibacterium|s__virtanenii
h1,g__Kosakonia|s__secondary endosymbiont of Heteropsylla cubana
h0,g__Halothiobacillus|s__sp. LS2
28,g__Glaciecola|s__amylolytica
h3,g__Gramella|s__forsetii
h4,g__Salimicrobium|s__jeotgali
h1,g__Ruthenibacterium|s__lactatiformans
h1,g__Escherichia|s__sp. SCLE84
h3,g__Plantactinospora|s__sp. KBS50
g__Borreliella,g__Borreliella|s__burgdorferi
h0,g__Pelobacter|s__carbinolicus
h1,g__Saccharomonospora|s__glauca
h3,g__Sphingosinithalassobacter|s__sp. CS137
h2,g__Sulfurimonas|s__sp. 1-1N
UreaConsumptionimport,g__Bifidobacterium|s__animalis
197,g__Serratia|s__marcescens
h7,g__Neorickettsia|s__findlayensis
h1,g__Corynebacterium|s__sp. LMM-1652
h9,g__Chlorobium|s__phaeovibrioides
h9,g__Solibacillus|s__sp. R5-41
h0,g__Pyrococcus|s__abyssi
h6,g__Dolichospermum|s__compactum
h9,g__Candidatus Nanopelagicus|s__limnes
h8,g__Mycobacterium|s__sp. EPa45
h7,g__Brevundimonas|s__subvibrioides
h8,g__Haloarcula|s__marismortui
h4,g__Candidatus Deianiraea|s__vastatrix
h5,g__Yersinia|s__sp. KBS0713
output,g__Cylindrospermum
g__Salinicola,g__Salinicola|s__tamaricis
