parent,child
h8,g__Jeotgalibaca|s__ciconiae
h5,g__Campylobacter|s__fetus
k__Bacteria,g__Ectothiorhodospira|s__sp. BSL-9
h1,g__Candidatus Nardonella|s__endosymbiont of Pachyrhynchus infernalis
h2,g__Salipiger|s__pacificus
h3,g__Halioglobus|s__maricola
h8,g__Nitrospira|s__japonica
output,117
h0,g__Geobacter|s__sp. M21
h2,g__Desulfovibrio|s__alaskensis
h6,g__Pannonibacter|s__phragmitetus
h5,g__Ehrlichia|s__ruminantium
h1,g__Bacillus|s__[Brevibacterium] frigoritolerans
h6,g__Bosea|s__sp. Tri-49
h0,g__Wolbachia|s__endosymbiont of Onchocerca ochengi
h4,g__Kosakonia|s__pseudosacchari
h9,g__Anaerohalosphaera|s__lusitana
k__Bacteria,g__Bacillus|s__pacificus
h1,g__Aquabacterium|s__olei
h1,g__Corynebacterium|s__sp. sy039
h6,g__Candidatus Pelagibacter|s__sp. HIMB1321
h1,g__Enterobacter|s__oligotrophicus
h4,g__Parabacteroides|s__sp. CT06
h3,g__Raoultella|s__Enterobacteriaceae endosymbiont of Donacia vulgaris
h3,g__Vespertiliibacter|s__pulmonis
h4,g__Lactobacillus|s__terrae
7,g__Collimonas|s__arenae
h7,g__Pseudomonas|s__sp. S-6-2
h9,g__Paraburkholderia|s__sp. 7Q-K02
k__Bacteria,g__Nocardiopsis|s__gilva
h7,g__Pseudomonas|s__sp. BIOMIG1BAC
h2,g__Flaviflexus|s__sp. dk850
h5,g__Xylella|s__taiwanensis
h9,g__Providencia|s__sneebia
h9,g__Leptospira|s__borgpetersenii
h9,g__Francisella|s__sp. Scap27
h0,g__Streptococcus|s__pantholopis
h3,g__Pseudomonas|s__fulva
h7,g__Geminocystis|s__sp. NIES-3709
h6,g__Marinobacter|s__sp. LV10R510-11A
h9,g__Levilactobacillus|s__Lactobacillus suantsaii
h4,g__Listeria|s__weihenstephanensis
h1,g__Streptomyces|s__niveus
h6,g__Polaromonas|s__sp. Pch-P
h6,g__Paracoccus|s__marcusii
h7,g__Brevibacterium|s__sp. o2
h9,g__Schaalia|s__odontolytica
h4,g__Lactobacillus|s__paragasseri
h0,g__Streptomyces|s__violaceusniger
2,g__Cellulosilyticum|s__sp. WCF-2
k__Bacteria,g__Acinetobacter|s__nosocomialis
h5,g__Thiomonas|s__arsenitoxydans
h2,g__Stenotrophomonas|s__indicatrix
h6,g__Acidaminococcus|s__intestini
h4,g__Legionella|s__geestiana
h4,g__Sphingomonas|s__sanxanigenens
h9,g__Bacteroides|s__sp. CBA7301
h5,g__Mycoplasma|s__dispar
h5,g__Microbacterium|s__sp. No. 7
h6,g__Youhaiella|s__tibetensis
h3,g__Paenibacillus|s__sp. JZ16
h1,g__Chamaesiphon|s__minutus
h7,g__Ruthenibacterium|s__lactatiformans
h7,g__Francisella|s__uliginis
h3,g__Prochlorococcus|s__sp. MIT 0801
h7,g__Campylobacter|s__helveticus
h1,g__Candidatus Blochmannia|s__pennsylvanicus
h3,g__Citrobacter|s__sp. FDAARGOS_156
h8,g__Ralstonia|s__solanacearum
h2,g__Mageeibacillus|s__indolicus
h4,g__Phyllobacterium|s__sp. 628
h4,g__Serratia|s__sp. P2ACOL2
h7,g__Paraburkholderia|s__terricola
h4,g__Kosmotoga|s__olearia
h0,g__Rhodococcus|s__sp. DMU1
h2,g__Neorhizobium|s__sp. SOG26
h1,g__Dechloromonas|s__sp. HYN0024
h6,g__Microbulbifer|s__thermotolerans
h8,g__Providencia|s__heimbachae
h1,g__Citricoccus|s__sp. SGAir0253
h7,g__Candidatus Ishikawaella|s__capsulata
h1,g__Vibrio|s__casei
h0,g__Flavobacterium|s__haoranii
h4,g__Streptomyces|s__sp. GBA 94-10
h0,g__Nitrososphaera|s__Candidatus Nitrososphaera evergladensis
h3,g__Lysinibacillus|s__sp. SGAir0095
h1,g__Pseudomonas|s__lactis
h2,g__Pseudomonas|s__pohangensis
h3,g__Polaromonas|s__sp. E5S
h9,g__Tenacibaculum|s__todarodis
h4,g__Cyanobium|s__sp. NS01
h1,g__Mycoplasma|s__haemofelis
h3,g__Pseudomonas|s__fluorescens
k__Bacteria,g__Empedobacter|s__brevis
h6,g__Streptomyces|s__sp. 14R-10
h8,g__Colwellia|s__psychrerythraea
h8,g__Rhodobacter|s__sp. LPB0142
h3,g__Microcoleus|s__sp. PCC 7113
h0,g__Proteus|s__columbae
h4,g__Lentilactobacillus|s__Lactobacillus kefiri
h7,g__Mycobacterium|s__sp. YC-RL4
5,g__Clostridium|s__bornimense
h2,g__Bacillus|s__sp. H15-1
h8,g__Staphylococcus|s__saprophyticus
h8,g__Microbacterium|s__sp. SGAir0570
h3,g__Mycoplasma|s__wenyonii
h2,g__Nocardia|s__sp. CS682
2,g__Sandaracinus|s__amylolyticus
h8,g__Planococcus|s__plakortidis
h9,g__Candidatus Phytoplasma|s__mali
h2,g__Pseudomonas|s__stutzeri
k__Bacteria,g__Spiribacter|s__curvatus
h1,g__Enterococcus|s__sp. M190262
h1,g__Candidatus Nardonella|s__endosymbiont of Sipalinus gigas
MucinMucusGlycoproteinMacromoleculedegradation,g__Bacteroides|s__uniformis
h2,g__Lactobacillus|s__apis
h0,g__Pantoea|s__sp. PSNIH1
h2,g__Helicobacter|s__canadensis
h8,g__Staphylococcus|s__sp. MI 10-1553
h7,g__Methylophilus|s__medardicus
h2,g__Paraoerskovia|s__marina
k__Bacteria,g__Methylobacterium|s__sp. AMS5
h4,g__Candidatus Planktophila|s__limnetica
h1,g__Thauera|s__sp. MZ1T
h2,g__Xenorhabdus|s__poinarii
h9,g__Natrinema|s__pallidum
h6,g__Nitrosomonas|s__sp. Is79A3
h0,g__Kocuria|s__sp. BT304
h9,g__Nocardioides|s__sp. JQ2195
h1,g__Pirellula|s__staleyi
h9,g__Leuconostoc|s__suionicum
h7,g__Candidatus Aquiluna|s__sp. 15G-AUS-rot
k__Bacteria,g__Tomitella|s__sp. HY172
h8,g__Kosakonia|s__secondary endosymbiont of Heteropsylla cubana
h9,g__Wolbachia|s__endosymbiont of Cruorifilaria tuberocauda
h1,g__Lentibacillus|s__sp. CBA3610
h4,g__Rathayibacter|s__sp. VKM Ac-2805
27,g__Streptomyces|s__sp. TLI_053
h8,g__Sphaerospermopsis|s__kisseleviana
h2,g__Neisseria|s__bacilliformis
h7,g__Shewanella|s__oneidensis
h9,g__Kitasatospora|s__setae
h1,g__Eubacterium|s__limosum
h1,g__Sphingomonas|s__sp.
h6,g__Pontimonas|s__salivibrio
11,g__Niabella|s__soli
h0,g__Thiomonas|s__arsenitoxydans
k__Bacteria,g__Salmonella|s__sp. S13
D-ArabinoseL-ArabinoseArabinoseL-ArabinopyranoseL-ArabinofuranoseConsumptionimport,g__Klebsiella|s__pneumoniae
h8,g__Burkholderia|s__mallei
h2,g__Pseudomonas|s__fluorescens
h6,g__Pseudomonas|s__nitroreducens
h6,g__Bacillus|s__flexus
h7,g__Leptotrichia|s__hongkongensis
h1,g__Halomonas|s__aestuarii
h0,g__Microbacterium|s__sp. No. 7
h2,g__Candidatus Puniceispirillum|s__marinum
h7,g__Polaromonas|s__sp. E19S
88,g__Actinomyces|s__sp. 432
h9,g__Aeromicrobium|s__erythreum
h9,g__Micromonospora|s__sp. HM134
h9,g__Mycoplasma|s__salivarium
h0,g__Corynebacterium|s__deserti
h3,g__Myroides|s__profundi
335,g__Latilactobacillus|s__Lactobacillus graminis
h4,g__Kineobactrum|s__sp. M2
h9,g__Leptolyngbya|s__sp. O-77
h7,g__Xanthomonas|s__citri
h7,g__Lelliottia|s__Enterobacteriaceae endosymbiont of Macroplea mutica
SucroseConsumptionimport,g__Clostridium|s__beijerinckii
h9,g__Azorhizobium|s__caulinodans
h0,g__Bacteroides|s__sp. M10
h3,g__Campylobacter|s__sp. RM8964
h4,g__Pyrobaculum|s__islandicum
h0,g__Candidatus Deianiraea|s__vastatrix
h5,g__Candidatus Protochlamydia|s__amoebophila
h0,g__Micrococcus|s__luteus
k__Bacteria,g__Pseudomonas|s__citronellolis
k__Bacteria,g__Nocardioides|s__sp. KUDC 5002
h1,g__Microbacterium|s__sp. HY82
h7,g__Pseudomonas|s__sp. TKP
h8,g__Synechococcus|s__sp. PCC 7002
h8,g__Halomonas|s__alkaliphila
h5,g__Prevotella|s__intermedia
h9,g__Candidatus Walczuchella|s__monophlebidarum
h9,g__Candidatus Methylopumilus|s__planktonicus
h5,g__Pectobacterium|s__carotovorum
h0,g__Acetobacter|s__aceti
h4,g__Streptomyces|s__sp. S501
h3,g__Thermococcus|s__siculi
h4,g__Micromonospora|s__sp. WMMC415
h5,g__Methylobacterium|s__oryzae
h8,g__Micromonospora|s__sp. L5
h2,g__Micrococcus|s__sp. A7
output,224
h0,g__Spiribacter|s__curvatus
h4,g__Beggiatoa|s__leptomitoformis
h1,g__Acinetobacter|s__lwoffii
h1,g__Nocardia|s__yunnanensis
h0,g__Mycolicibacterium|s__litorale
k__Archaea,g__Natrinema|s__sp. YPL30
h6,g__Sphingomonas|s__sp. NIC1
h2,g__Salinibaculum|s__litoreum
h6,g__Actinobacillus|s__pleuropneumoniae
h1,g__Synechococcus|s__sp. RCC307
k__Bacteria,g__Photobacterium|s__damselae
h9,g__Vibrio|s__hyugaensis
h9,g__Kangiella|s__sediminilitoris
h8,g__Corallococcus|s__macrosporus
h9,g__Synechococcus|s__sp. PCC 11901
h8,g__Thalassobius|s__gelatinovorus
h3,g__Caldicellulosiruptor|s__obsidiansis
h3,g__Halodesulfurarchaeum|s__formicicum
h6,g__Tenacibaculum|s__sp. SZ-18
h6,g__Sphingomonas|s__sp. LK11
H2HydrogenConsumptionimport,g__Methanoculleus|s__marisnigri
h6,g__Chitinibacter|s__fontanus
h7,g__Streptomyces|s__sp. RLB3-17
k__Bacteria,g__Anoxybacillus|s__kamchatkensis
h5,g__Chitinolyticbacter|s__meiyuanensis
h7,g__Mycolicibacterium|s__vaccae
h1,g__Spiroplasma|s__helicoides
h3,g__Polynucleobacter|s__necessarius
h9,g__Sphingobacterium|s__mizutaii
h2,g__Pseudomonas|s__chlororaphis
h0,g__Deinococcus|s__metallilatus
h3,g__Enterococcus|s__durans
h2,g__Niveispirillum|s__cyanobacteriorum
h9,g__Proteus|s__columbae
h3,g__Hungateiclostridium|s__clariflavum
h3,g__Acinetobacter|s__wanghuae
h8,g__Tepiditoga|s__spiralis
k__Bacteria,g__Streptococcus|s__mutans
h3,g__Aminobacter|s__aminovorans
h9,g__Polaribacter|s__sp. KT25b
h6,g__Candidatus Planktophila|s__dulcis
h1,g__Micromonospora|s__terminaliae
h2,g__Kocuria|s__indica
h8,g__Methylophilus|s__sp. TWE2
h1,g__Methylobacterium|s__sp. 4-46
k__Bacteria,g__Desulfobacterium|s__autotrophicum
h4,g__Candidatus Pelagibacter|s__sp. RS40
h5,g__Entomoplasma|s__somnilux
h8,g__Paenibacillus|s__glucanolyticus
h7,g__Planococcus|s__dechangensis
h9,g__Marinovum|s__algicola
k__Bacteria,g__Prosthecochloris|s__aestuarii
h3,g__Labrys|s__sp. KNU-23
h5,g__Labrenzia|s__alexandrii
h2,g__Kocuria|s__palustris
h5,g__Candidatus Nasuia|s__deltocephalinicola
h3,g__Citrobacter|s__sp. RHBSTW-00821
h6,g__Spiroplasma|s__diminutum
h5,g__Citrobacter|s__sp. RHB35-C21
h7,g__Cellulomonas|s__flavigena
h8,g__Bartonella|s__krasnovii
h1,g__Halopenitus|s__persicus
k__Bacteria,g__Pantoea|s__sp. MT58
5,g__Clostridium|s__drakei
12,g__Paenibacillus|s__barcinonensis
h8,g__Bacteroides|s__xylanisolvens
h9,g__Chthonomonas|s__calidirosea
h5,g__Sphingorhabdus|s__sp. JK6
h3,g__Polaribacter|s__sp. SA4-12
h1,g__Yersinia|s__massiliensis
h7,g__Alteromonas|s__mediterranea
h7,g__Campylobacter|s__sp. CFSAN093224
h6,g__Capnocytophaga|s__sp. oral taxon 878
h3,g__Herbaspirillum|s__hiltneri
h2,g__Sphingobium|s__sp. Cam5-1
h6,g__Francisella|s__sp. Scap27
h1,g__Immundisolibacter|s__cernigliae
h7,g__Deinococcus|s__sp. AJ005
h8,g__Filifactor|s__alocis
h8,g__Deinococcus|s__maricopensis
h2,g__Lentilitoribacter|s__sp. Alg239-R112
h2,g__Bacillus|s__altitudinis
h7,g__Sphingobium|s__sp. PAMC28499
h7,g__Pseudoalteromonas|s__tunicata
h3,g__Kitasatospora|s__albolonga
k__Bacteria,g__Bradyrhizobium|s__japonicum
h3,g__Pradoshia|s__sp. D12
h4,g__Pseudomonas|s__sp. NIBRBAC000502773
h0,g__Obesumbacterium|s__proteus
h9,g__Bacillus|s__sp. JS
NH3AmmoniaNH4AmmoniumProductionexport,g__Streptococcus|s__suis
h6,g__Neisseria|s__chenwenguii
h0,g__Paracoccus|s__liaowanqingii
h6,g__Nonomuraea|s__nitratireducens
h7,g__Streptomyces|s__rubrolavendulae
h4,g__Limnohabitans|s__sp. 63ED37-2
h8,g__Ochrobactrum|s__quorumnocens
0,g__Elizabethkingia|s__meningoseptica
h1,g__Lysobacter|s__gummosus
h1,g__Sulfitobacter|s__pseudonitzschiae
h6,g__Thermobifida|s__fusca
h2,g__Xanthomonas|s__hyacinthi
h4,g__Hydrogenobacter|s__sp. T-8
h9,g__Haloterrigena|s__daqingensis
18,g__Olsenella|s__sp. GAM18
h7,g__Marinitoga|s__sp. 1137
L-IsoleucineIsoleucineConsumptionimport,g__Clostridium|s__botulinum
h0,g__Tessaracoccus|s__aquimaris
h5,g__Geobacillus|s__sp. C56-T3
h6,g__Rubrobacter|s__xylanophilus
h2,g__Brachyspira|s__murdochii
h5,g__Candidatus Cardinium|s__Cardinium endosymbiont of Sogatella furcifera
h0,g__Thermococcus|s__paralvinellae
h5,g__Clavibacter|s__sp. DM1
h4,g__Microcystis|s__sp. MC19
h6,g__Sulfurovum|s__lithotrophicum
k__Bacteria,g__Kaistella|s__Chryseobacterium carnis
FormateProductionexport,g__Methanosarcina|s__acetivorans
h5,g__Thermobacillus|s__composti
h6,g__Pectobacterium|s__brasiliense
49,g__Kerstersia|s__gyiorum
h6,g__Thiomicrorhabdus|s__aquaedulcis
h8,g__Auritidibacter|s__sp. NML130574
k__Bacteria,g__Auritidibacter|s__sp. NML130574
h0,g__Amphibacillus|s__xylanus
h0,g__Streptococcus|s__sp. LPB0220
h6,g__Erythrobacter|s__atlanticus
h5,g__Francisella|s__philomiragia
h1,g__Candidatus Walczuchella|s__monophlebidarum
h6,g__Parasedimentitalea|s__marina
h3,g__Massilia|s__sp. WG5
h3,g__Halostagnicola|s__larsenii
h5,g__Empedobacter|s__stercoris
h7,g__Bifidobacterium|s__eulemuris
k__Bacteria,g__Microbacterium|s__sp. Nx66
h8,g__Acidithiobacillus|s__ferridurans
h5,g__Mesorhizobium|s__sp. M3A.F.Ca.ET.080.04.2.1
h3,g__Flavobacterium|s__crocinum
h8,g__Vibrio|s__metoecus
h9,g__Ilumatobacter|s__coccineus
h6,g__Methylomonas|s__koyamae
h5,g__Legionella|s__sp. PC997
k__Bacteria,g__Haemophilus|s__sp. oral taxon 036
h1,g__Candidatus Pelagibacter|s__sp. RS39
h8,g__Pseudomonas|s__sp. S09G 359
h8,g__Mesorhizobium|s__sp. M1B.F.Ca.ET.045.04.1.1
h9,g__Bordetella|s__sp. H567
h8,g__Mesorhizobium|s__sp. M2A.F.Ca.ET.043.02.1.1
h3,g__Nakamurella|s__multipartita
h3,g__Selenomonas|s__sp. oral taxon 126
h6,g__Bartonella|s__grahamii
h2,g__Methylococcus|s__capsulatus
h4,g__Citrobacter|s__freundii complex sp. CFNIH3
h0,g__Thermotoga|s__sp. Cell2
h5,g__Thermoproteus|s__uzoniensis
h8,g__Sulfurimonas|s__Candidatus Sulfurimonas marisnigri
h9,g__Schaalia|s__cardiffensis
h8,g__Beijerinckia|s__indica
h1,g__Epilithonimonas|s__Chryseobacterium lactis
h8,g__Pseudarthrobacter|s__sp. NIBRBAC000502770
h9,g__Clostridium|s__sporogenes
h5,g__Enterobacter|s__oligotrophicus
h0,g__Bartonella|s__krasnovii
h1,g__Amycolatopsis|s__sp. Hca4
h6,g__Persephonella|s__marina
h7,g__Sutterella|s__megalosphaeroides
h2,g__Tumebacillus|s__avium
h0,g__Mixta|s__calida
h4,g__Steroidobacter|s__denitrificans
h5,g__Thermus|s__parvatiensis
h5,g__Geminocystis|s__sp. NIES-3709
h5,g__Pseudomonas|s__plecoglossicida
h9,g__Ensifer|s__mexicanus
h9,g__Achromobacter|s__ruhlandii
FormateProductionexport,g__Syntrophomonas|s__wolfei
k__Bacteria,g__Acinetobacter|s__sp. Marseille-Q1620
0,g__Aquiflexum|s__balticum
h4,g__Rhodococcus|s__sp. p52
h9,g__Candidatus Phytoplasma|s__'Catharanthus roseus' aster yellows phytoplasma
h0,g__Labrenzia|s__sp. PHM005
h4,g__Pseudomonas|s__sihuiensis
h4,g__Deferribacter|s__desulfuricans
h8,g__Rhodobacter|s__sp. CZR27
h9,g__Citrobacter|s__sp. RHB35-C17
h6,g__Synechococcus|s__sp. BIOS-U3-1
h2,g__Flavobacterium|s__sp. LPB0248
4,g__Hydrogenobacter|s__thermophilus
h4,g__Campylobacter|s__corcagiensis
k__Bacteria,g__Micromonospora|s__coriariae
k__Bacteria,g__Klebsiella|s__sp. LY
k__Bacteria,g__Candidatus Kinetoplastibacterium|s__galatii
h5,g__Brachyspira|s__pilosicoli
h1,g__Liquorilactobacillus|s__Lactobacillus mali
h1,g__Salmonella|s__sp. SJTUF14178
h6,g__Sporosarcina|s__sp. P33
k__Bacteria,g__Antarcticibacterium|s__sp. PAMC 28998
h8,g__Candidatus Koribacter|s__versatilis
h9,g__Fructilactobacillus|s__Lactobacillus lindneri
h9,g__Methylobacterium|s__sp. 4-46
h2,g__Caballeronia|s__insecticola
h5,g__Lactobacillus|s__sp. BHWM-4
10,g__Desulfofarcimen|s__acetoxidans
h2,g__Echinicola|s__strongylocentroti
h3,g__Nibricoccus|s__aquaticus
h5,g__Brenneria|s__goodwinii
h3,g__Streptomyces|s__malaysiensis
output,L-AlanineD-AlanineAlanineConsumptionimport
h7,g__Mycoplasma|s__wenyonii
h0,g__Halostella|s__pelagica
h2,g__Frankia|s__Candidatus Frankia datiscae
h9,g__Rickettsia|s__australis
h4,g__Bacillus|s__sp. BS98
h1,g__Stappia|s__sp. ES.058
h3,g__Acidihalobacter|s__prosperus
h2,g__Chromobacterium|s__rhizoryzae
h4,g__Tatumella|s__sp. TA1
h5,g__Thermoleptolyngbya|s__sp. PKUAC-SCTA183
L-LactateS-LactateLactateD-LactateR-LactateConsumptionimport,g__Comamonas|s__testosteroni
h9,g__Thermococcus|s__peptonophilus
h6,g__Methanosalsum|s__zhilinae
h1,g__Candidatus Izimaplasma|s__sp. HR1
h0,g__Haemophilus|s__sp. oral taxon 036
AcetateProductionexport,g__Acholeplasma|s__laidlawii
h1,g__Burkholderia|s__sp. RPE67
h1,g__Melittangium|s__boletus
h5,g__Pasteurella|s__dagmatis
h7,g__Sphingosinithalassobacter|s__sp. zrk23
h8,g__Thiobacillus|s__denitrificans
h9,g__Hydrogenovibrio|s__marinus
h6,g__Spirosoma|s__sp. TS118
h0,g__Massilia|s__armeniaca
k__Bacteria,g__Hydrogenophaga|s__sp. PAMC20947
k__Bacteria,g__Vibrio|s__sp. EJY3
PutrescineProductionexport,g__Thermus|s__thermophilus
k__Bacteria,g__Massilia|s__sp. Se16.2.3
h5,g__Chromobacterium|s__sp. ATCC 53434
h3,g__Saccharibacillus|s__brassicae
h4,g__Mycolicibacterium|s__moriokaense
h2,g__Psychrobacillus|s__sp. AK 1817
h4,g__Anoxybacillus|s__gonensis
h4,g__Aquitalea|s__magnusonii
h4,g__Helicobacter|s__typhlonius
h1,g__Mesorhizobium|s__sp. WSM1497
k__Bacteria,g__Treponema|s__sp. OMZ 804
4,g__Marinobacter|s__sp. Arc7-DN-1
h1,g__Wolbachia|s__endosymbiont of Folsomia candida
h5,g__Wolbachia|s__endosymbiont of Dipetalonema caudispina
h6,g__Coprothermobacter|s__proteolyticus
h4,g__Thermotoga|s__petrophila
h8,g__Sanguibacter|s__keddieii
h0,g__Liquorilactobacillus|s__Lactobacillus mali
h0,g__Salmonella|s__sp. SJTUF14178
k__Bacteria,g__Egicoccus|s__halophilus
h1,g__Georgenia|s__sp. Z443
h9,g__Nocardia|s__wallacei
h7,g__Candidatus Methylopumilus|s__planktonicus
h3,g__Clostridium|s__isatidis
h9,g__Mycolicibacterium|s__thermoresistibile
h4,g__Tardiphaga|s__sp. vice278
h8,g__Nitrosomonas|s__sp. Is79A3
h8,g__Streptomyces|s__peucetius
h9,g__Providencia|s__sp. WCHPHu000369
h0,g__Ectothiorhodospira|s__sp. BSL-9
h0,g__Caloramator|s__sp. E03
NitricOxideNOProductionexport,g__Nitrosopumilus|s__maritimus
h0,g__Gordonia|s__sp. KTR9
h0,g__Bosea|s__sp. AS-1
h3,g__Staphylococcus|s__fleurettii
h1,g__Lactococcus|s__raffinolactis
h0,g__Ilumatobacter|s__coccineus
h3,g__Mannheimia|s__sp. BNO311
h6,g__Kosakonia|s__secondary endosymbiont of Heteropsylla cubana
h4,g__Streptomyces|s__sp. Z022
h9,g__Acaryochloris|s__marina
DNARNAPolynucleotideMacromoleculedegradation,g__Staphylococcus|s__aureus
h9,g__Mycobacterium|s__ulcerans
h3,g__Conchiformibius|s__steedae
h8,g__Bacillus|s__toyonensis
h7,g__Chryseobacterium|s__joostei
h7,g__Gynuella|s__sunshinyii
h7,g__Arthrobacter|s__sp. AK-1
h4,g__Chryseobacterium|s__joostei
h8,g__Pontimonas|s__salivibrio
h9,g__Campylobacter|s__sp. RM16704
h9,g__Dickeya|s__sp. CSL RW240
h0,g__Streptococcus|s__pneumoniae
k__Bacteria,g__Alteromonas|s__australica
h3,g__Lysobacter|s__oculi
k__Bacteria,g__Brevibacillus|s__formosus
k__Bacteria,g__Pandoraea|s__thiooxydans
h4,g__Bradyrhizobium|s__sp. 323S2
h9,g__Sulfurimonas|s__Candidatus Sulfurimonas baltica
h6,g__Enterococcus|s__sp. DA9
h8,g__Desulfatibacillum|s__aliphaticivorans
output,IndoleConsumptionimport
h7,g__Candidatus Babela|s__massiliensis
h1,g__Sinorhizobium|s__medicae
15,g__Sulfurimonas|s__sp. NW10
L-GlycineGlycineConsumptionimport,g__Clostridium|s__botulinum
h7,g__Kozakia|s__baliensis
h4,g__Winogradskyella|s__helgolandensis
h5,g__Halostella|s__pelagica
h8,g__Chryseobacterium|s__sp. IHB B 17019
h8,g__Pyrobaculum|s__ferrireducens
L-HistidineHistidineConsumptionimport,g__Clostridium|s__botulinum
h8,g__Vibrio|s__navarrensis
h0,g__Bacillus|s__sp. Lzh-5
h0,g__Thermoleptolyngbya|s__sp. PKUAC-SCTA183
h0,g__Jeotgalibaca|s__ciconiae
h7,g__Citrobacter|s__sp. BDA59-3
h7,g__Thioclava|s__nitratireducens
h8,g__Azospira|s__Dechlorosoma suillum
143,g__Bacillus|s__sp. PAMC26568
h2,g__Nostoc|s__sp. CENA543
h6,g__Cellulosilyticum|s__lentocellum
h8,g__Staphylococcus|s__sp. AntiMn-1
h9,g__Thalassotalea|s__sp. LPB0316
k__Bacteria,g__Massilia|s__violaceinigra
output,78
k__Bacteria,g__Blattabacterium|s__sp. (Blaberus giganteus)
h6,g__Micromonospora|s__chokoriensis
CO2Productionexport,g__Geobacter|s__metallireducens
h2,g__Phycicoccus|s__dokdonensis
h5,g__Pectobacterium|s__atrosepticum
h1,g__Lysinibacillus|s__timonensis
h0,g__Vagococcus|s__sp. HDW17B
h2,g__Anoxybacillus|s__sp. PDR2
h3,g__Endomicrobium|s__Candidatus Endomicrobium trichonymphae
h8,g__Pantoea|s__sp. SO10
h0,g__Porphyromonas|s__crevioricanis
h9,g__Blautia|s__argi
Indole-3-acetateIndoleacetateConsumptionimportproductionexport,g__Escherichia|s__coli
h7,g__Streptomyces|s__sp. W9
h8,g__Synechococcus|s__sp. A15-62
k__Bacteria,g__Vibrio|s__gazogenes
h1,g__Azoarcus|s__communis
h5,g__Geobacillus|s__sp. 47C-IIb
h0,g__Anaeromyxobacter|s__dehalogenans
h8,g__Actinobacillus|s__pleuropneumoniae
h2,g__Pseudescherichia|s__vulneris
h5,g__Sphingobacterium|s__psychroaquaticum
h7,g__Phytohabitans|s__suffuscus
h0,g__Spiroplasma|s__diminutum
h9,g__Cohnella|s__candidum
h4,g__Nostoc|s__sp. TCL240-02
h4,g__Anaplasma|s__marginale
h3,g__Aminipila|s__sp. CBA3637
h1,g__Nitrosospira|s__briensis
output,CadaverineProductionexport
h3,g__Alteromonas|s__sp. RKMC-009
DextrinMaltotrioseMaltodextrinMaltohexaoseMaltotetraoseMaltooligosaccharideConsumptionimport,g__Clostridium|s__novyi
h2,g__Thermococcus|s__barophilus
h6,g__Thalassobius|s__gelatinovorus
h5,g__Streptomyces|s__sp. NA02536
h7,g__Methanosarcina|s__siciliae
h8,g__Gluconobacter|s__albidus
h1,g__Pseudoalteromonas|s__espejiana
h7,g__Paenibacillus|s__sp. lzh-N1
h9,g__Pseudomonas|s__pelagia
h2,g__Paenibacillus|s__sp. FSL H7-0357
h4,g__Natronomonas|s__sp. C90
L-LactateS-LactateLactateD-LactateR-LactateProductionexport,g__Staphylococcus|s__saprophyticus
h0,g__Clostridium|s__chauvoei
h0,g__Yersinia|s__intermedia
h4,g__Campylobacter|s__lari
h2,g__Halarcobacter|s__ebronensis
h4,g__Sphingopyxis|s__sp. MG
h8,g__Salinicoccus|s__halodurans
h4,g__Mycobacterium|s__parmense
h0,g__Clostridium|s__argentinense
k__Bacteria,g__Polynucleobacter|s__asymbioticus
h4,g__Acinetobacter|s__sp. NCu2D-2
h9,g__Gemella|s__sanguinis
h2,g__Vibrio|s__cholerae
h2,g__Staphylococcus|s__sp. 693-2
h2,g__Nostoc|s__sp. 'Lobaria pulmonaria (5183) cyanobiont'
h3,g__Chitinophaga|s__sp. XS-30
h9,g__Vibrio|s__parahaemolyticus
k__Bacteria,g__Luteitalea|s__pratensis
h0,g__Candidatus Izimaplasma|s__sp. HR1
h2,g__Streptomyces|s__sp. SCUT-3
h3,g__Buttiauxella|s__sp. 3AFRM03
h2,g__Erwinia|s__amylovora
h3,g__Microbacterium|s__sp. PM5
h1,g__Mycobacterium|s__celatum
h3,g__Streptomyces|s__sp. CRXT-Y-14
h4,g__Polaribacter|s__sp. ALD11
h2,g__Rhodopseudomonas|s__palustris
h0,g__Kitasatospora|s__sp. NA04385
h1,g__Stenotrophomonas|s__sp. SAU14A_NAIMI4_5
h6,g__Pseudomonas|s__sp. St29
h4,g__Sphingobium|s__japonicum
h6,g__Caulobacter|s__segnis
h5,g__Spiroplasma|s__floricola
h1,g__Erythrobacter|s__litoralis
h7,g__Candidatus Sneabacter|s__namystus
h4,g__Pseudomonas|s__furukawaii
h3,g__Maribacter|s__cobaltidurans
h2,g__Cryobacterium|s__soli
h4,g__Novosphingobium|s__resinovorum
k__Bacteria,g__Streptococcus|s__constellatus
h5,g__Duncaniella|s__sp. B8
h6,g__Streptomyces|s__ferrugineus
h7,g__Paenibacillus|s__sp. IHB B 3084
h0,g__Amylolactobacillus|s__amylophilus
h4,g__Vibrio|s__coralliilyticus
k__Bacteria,g__Helicobacter|s__cinaedi
h7,g__Geobacillus|s__sp. 44C
h2,g__Thermus|s__thermophilus
UreaConsumptionimport,g__Clostridium|s__butyricum
h0,g__Capnocytophaga|s__sp. oral taxon 878
k__Bacteria,g__Leptothrix|s__cholodnii
h4,g__Intrasporangium|s__calvum
h4,g__Mycoplasma|s__bovis
h7,g__Candidatus Pelagibacter|s__sp. RS39
