parent,child
h4,g__Ilyobacter|s__polytropus
h7,g__Flavobacterium|s__faecale
h5,g__Escherichia|s__albertii
h5,g__Corynebacterium|s__kroppenstedtii
h6,g__Rothia|s__mucilaginosa
h6,g__Ciceribacter|s__thiooxidans
h9,g__Oenococcus|s__sp. UCMA 16435
o__Flavobacteriales,g__Blattabacterium|s__clevelandi
h5,g__Campylobacter|s__sp. RM6914
h7,g__Gordonia|s__insulae
h6,g__Burkholderia|s__multivorans
h3,g__Candidatus Nesciobacter|s__abundans
h4,g__Rickettsia|s__parkeri
o__Enterobacterales,g__Leclercia|s__sp. LSNIH3
o__Streptomycetales,g__Streptomyces|s__sp. INR7
D-SorbitolD-GlucitolSorbitolGlucitolL-SorbitolSorbitolConsumptionimport,g__Aeromonas|s__salmonicida
h0,g__Neptunomonas|s__concharum
h3,g__Candidatus Annandia|s__Enterobacteriaceae endosymbiont of Donacia dentata
output,63
o__Actinomycetales,g__Actinomyces|s__sp. dk561
h2,g__Nonomuraea|s__gerenzanensis
h4,g__Pararhodospirillum|s__photometricum
NH3AmmoniaNH4AmmoniumProductionexport,g__Enterobacter|s__cloacae
h3,g__Flavobacterium|s__sp. LPB0248
h2,g__Pseudomonas|s__sp. THAF7b
h6,g__Mycoplasma|s__phocidae
32,g__Pseudomonas|s__sp. ACM7
AcetoneProductionexport,g__Clostridium|s__cellulovorans
h3,g__Micromonospora|s__zamorensis
h4,g__Succinivibrio|s__dextrinosolvens
h6,g__Rhodococcus|s__sp. B7740
h2,g__Sphingomonas|s__sp. KC8
h7,g__Furfurilactobacillus|s__Lactobacillus rossiae
h6,g__Cyclobacterium|s__amurskyense
h1,g__Rickettsia|s__canadensis
h1,g__Mesorhizobium|s__sp. AA22
o__Clostridiales,g__Peptoclostridium|s__acidaminophilum
h3,g__Parageobacillus|s__toebii
h1,g__Streptomyces|s__sp. 604F
h6,g__Paenibacillus|s__terrae
h6,g__Streptomyces|s__sp. DSM 40868
h7,g__Scytonema|s__sp. NIES-4073
HemicelluloseMacromoleculedegradation,g__Bacteroides|s__thetaiotaomicron
h9,g__Pseudomonas|s__sp. RU47
h1,g__Streptomyces|s__qinzhouensis
h0,g__Dickeya|s__dianthicola
h2,g__Leptolyngbya|s__sp. PCC 7376
o__Xanthomonadales,g__Dokdonella|s__koreensis
h6,g__Mycobacterium|s__mantenii
h2,g__Thermobacillus|s__composti
h1,g__Xylanimonas|s__allomyrinae
h2,g__Mycoplasma|s__putrefaciens
h4,g__Rhizobium|s__sp. TCK
h1,g__Siansivirga|s__zeaxanthinifaciens
h7,g__Citromicrobium|s__sp. JL477
h8,g__Rhodanobacter|s__denitrificans
h8,g__Bradyrhizobium|s__betae
h9,g__Megamonas|s__funiformis
o__Pseudomonadales,g__Acinetobacter|s__sp. YH12138
h0,g__Cellulomonas|s__sp. H30R-01
h2,g__Marinitoga|s__piezophila
CO2Productionexport,g__Porphyromonas|s__asaccharolytica
h5,g__Tetragenococcus|s__halophilus
h4,g__Streptomyces|s__exfoliatus
h9,g__Paenibacillus|s__sp. B01
h1,g__Dickeya|s__poaceiphila
h0,g__Candidatus Nitrosocosmicus|s__exaquare
h1,g__Pedobacter|s__roseus
h0,g__Mycoplasma|s__anserisalpingitidis
h4,g__Vibrio|s__qinghaiensis
h7,g__Methylomonas|s__denitrificans
h4,g__Phocaeicola|s__dorei
h0,g__Arthrobacter|s__citreus
h0,g__Legionella|s__endosymbiont of Polyplax serrata
h4,g__Corynebacterium|s__flavescens
h3,g__Frankia|s__sp. EAN1pec
h1,g__Staphylococcus|s__simiae
h7,g__Aggregatibacter|s__actinomycetemcomitans
o__Bacillales,g__Sporosarcina|s__ureae
h9,g__Ruminococcus|s__champanellensis
o__Bacteroidales,g__Prevotella|s__intermedia
h6,g__Aequorivita|s__sp. H23M31
h8,g__Spiroplasma|s__phoeniceum
h9,g__Legionella|s__lansingensis
h9,g__Sutterella|s__faecalis
h4,g__Shewanella|s__sp. WE21
h4,g__Shewanella|s__livingstonensis
o__Enterobacterales,g__Cronobacter|s__universalis
h0,g__Aromatoleum|s__aromaticum
h6,g__Staphylococcus|s__simiae
h9,g__Pseudarthrobacter|s__sp. NIBRBAC000502772
h9,g__Paraburkholderia|s__caffeinilytica
h0,g__Paraburkholderia|s__caribensis
o__Rhodobacterales,g__Octadecabacter|s__antarcticus
o__Chitinophagales,g__Chitinophaga|s__caeni
h7,g__Lysobacter|s__sp. H21R20
h3,g__Streptomyces|s__pristinaespiralis
o__Sulfolobales,g__Acidianus|s__sulfidivorans
h6,g__Bradyrhizobium|s__sp.
h6,g__Ochrobactrum|s__sp. LM19
output,DextrinMaltotrioseMaltodextrinMaltohexaoseMaltotetraoseMaltooligosaccharideConsumptionimport
h8,g__Sutterella|s__faecalis
h9,g__Micromonospora|s__rifamycinica
h9,g__Sphingomonas|s__rhizophila
h9,g__Methanohalophilus|s__portucalensis
LactoseConsumptionimport,g__Pediococcus|s__acidilactici
h7,g__Azospirillum|s__sp. TSH100
h5,g__Enterobacter|s__sp. 18A13
o__Deinococcales,g__Deinococcus|s__proteolyticus
ButyrateConsumptionimport,g__Desulfotomaculum|s__reducens
h7,g__Formosa|s__sediminum
h6,g__Rubrobacter|s__sp. SCSIO 52909
MucinMucusGlycoproteinMacromoleculedegradation,g__Akkermansia|s__muciniphila
h1,g__Arachidicoccus|s__soli
h1,g__Methanothermobacter|s__sp. THM-2
h2,g__Wolbachia|s__endosymbiont of Litomosoides sigmodontis
h5,g__Deinococcus|s__wulumuqiensis
h7,g__Kroppenstedtia|s__eburnea
h9,g__Flavisolibacter|s__ginsenosidimutans
h9,g__Rhizobium|s__indicum
NitrateConsumptionimport,g__Geobacter|s__sulfurreducens
h5,g__Rufibacter|s__sp. DG31D
h1,g__Pseudomonas|s__sp. B14-6
h6,g__Lautropia|s__mirabilis
SuccinateConsumptionimport,g__Desulfovibrio|s__salexigens
D-GalactoseConsumptionimport,g__Acholeplasma|s__laidlawii
h6,g__Halostella|s__pelagica
h7,g__Lysobacter|s__antibioticus
output,SulfurElementalsulfurConsumptionimport
h4,g__Streptomyces|s__sp. ZFG47
h1,g__Pseudomonas|s__palleroniana
h8,g__Frondihabitans|s__sp. PAMC 28766
h8,g__Chlamydia|s__sp. S15-834C
h1,g__Propioniciclava|s__sp. HDW11
h6,g__Acinetobacter|s__sp. ACNIH1
h8,g__Bisgaardia|s__hudsonensis
9,g__Arcobacter|s__cryaerophilus
h9,g__Coxiella|s__endosymbiont of Amblyomma sculptum
h7,g__Paenibacillus|s__crassostreae
h8,g__Serinicoccus|s__marinus
h3,g__Citrobacter|s__sp. CFNIH10
h0,g__Nakamurella|s__sp. s14-144
h9,g__Pseudonocardia|s__sp. AL041005-10
h0,g__Candidatus Planktophila|s__vernalis
h3,g__Kurthia|s__zopfii
h6,g__Monaibacterium|s__sp. ALG8
h3,g__Micromonospora|s__krabiensis
h1,g__Cohnella|s__candidum
h2,g__Candidatus Annandia|s__Enterobacteriaceae endosymbiont of Plateumaris sericea
h4,g__Clostridium|s__chauvoei
h3,g__Oenococcus|s__sp. UCMA 16435
h1,g__Devosia|s__sp. A16
h4,g__Nostoc|s__sp. NIES-2111
h6,g__Mesorhizobium|s__sp. 8
h1,g__Agarilytica|s__rhodophyticola
20,g__Nostoc|s__sphaeroides
o__Frankiales,g__Frankia|s__Candidatus Frankia datiscae
h4,g__Glaciihabitans|s__sp. INWT7
h9,g__Streptomyces|s__sp. SYP-A7193
h0,g__Eikenella|s__exigua
h1,g__Citrobacter|s__sp. RHBSTW-00535
PantothenicacidVitaminB5PantothenateConsumptionimport,g__Mycoplasma|s__agalactiae
BenzoateConsumptionimport,g__Methylobacterium|s__nodulans
h7,g__Streptomyces|s__sp. CNQ-509
h3,g__Pseudoalteromonas|s__paragorgicola
h2,g__Halomonas|s__sp. HG01
h7,g__Granulibacter|s__bethesdensis
h0,g__Aurantimicrobium|s__sp. MWH-Mo1
h8,g__Aeromonas|s__media
o__Alteromonadales,g__Pseudoalteromonas|s__carrageenovora
h8,g__Tumebacillus|s__avium
h8,g__Pseudomonas|s__sp. CCOS 191
o__Alteromonadales,g__Idiomarina|s__sp. X4
h0,g__Bacillus|s__wiedmannii
h4,g__Erysipelatoclostridium|s__ramosum
h1,g__Rhizobium|s__oryzihabitans
h2,g__Corynebacterium|s__genitalium
h7,g__Rhodovulum|s__sulfidophilum
h2,g__Neokomagataea|s__tanensis
h9,g__Saccharibacillus|s__brassicae
h5,g__Sphingopyxis|s__macrogoltabida
h1,g__Thermoclostridium|s__stercorarium
h4,g__Stella|s__humosa
h7,g__Brucella|s__sp. BO3
h2,g__Calothrix|s__sp. NIES-4071
h3,g__Pseudoalteromonas|s__carrageenovora
h1,g__Rhizobium|s__sp. WL3
h6,g__Nonlabens|s__spongiae
o__Pseudomonadales,g__Pseudomonas|s__sp. R76
output,160
h6,g__Pseudomonas|s__sp. LPH1
h1,g__Flavobacterium|s__crocinum
h7,g__Halomonas|s__sp. NBT06E8
h8,g__Salinigranum|s__rubrum
h8,g__Dickeya|s__sp. MK7
h4,g__Mycolicibacterium|s__poriferae
4,g__Mediterraneibacter|s__[Ruminococcus] gnavus
h1,g__Friedmanniella|s__sagamiharensis
h1,g__Turicibacter|s__sp. H121
h2,g__Bacillus|s__smithii
h4,g__Sphingomonas|s__sediminicola
h6,g__Deinococcus|s__geothermalis
o__Rhizobiales,g__Mesorhizobium|s__sp. NZP2234
h3,g__Bifidobacterium|s__breve
h7,g__Vibrio|s__azureus
h2,g__Citrobacter|s__sp. ABFQG
o__Lactobacillales,g__Streptococcus|s__cristatus
h2,g__Thermotoga|s__petrophila
StarchAmylopectinAmylose14-alpha-D-GlucanPullulanResistantstarchMacromoleculedegradation,g__Bifidobacterium|s__dentium
h1,g__Streptococcus|s__himalayensis
h1,g__Pseudomonas|s__sp. GLE121
h3,g__Muricauda|s__sp. 501str8
h8,g__Corynebacterium|s__maris
AdenosylcobalaminVitaminB12CobamidecoenzymeCobIIalaminVitaminB12rCobIalaminVitaminB12sAquacobalaminCobalaminIIIConsumptionimport,g__Bacteroides|s__thetaiotaomicron
h4,g__Corynebacterium|s__matruchotii
h8,g__Bordetella|s__flabilis
h5,g__Macrococcus|s__caseolyticus
h4,g__Salinibacterium|s__sp. dk2585
h2,g__Oceanobacillus|s__kimchii
h4,g__Bacillus|s__bombysepticus
h8,g__Olleya|s__sp. Bg11-27
h2,g__Alteromonas|s__australica
h1,g__Pelobacter|s__acetylenicus
h1,g__Dietzia|s__psychralcaliphila
h0,g__Capnocytophaga|s__cynodegmi
h0,g__Methanococcus|s__aeolicus
h4,g__Chlamydia|s__avium
h9,g__Klebsiella|s__michiganensis
h5,g__Streptomyces|s__sp. 14R-10
h6,g__Thermobispora|s__bispora
h7,g__Hoyosella|s__subflava
h6,g__Aeromicrobium|s__choanae
h2,g__Arcobacter|s__skirrowii
h1,g__Sphingopyxis|s__sp. LPB0140
h5,g__Acidibrevibacterium|s__fodinaquatile
L-LactateS-LactateLactateD-LactateR-LactateProductionexport,g__Enterococcus|s__gallinarum
h2,g__Flavobacterium|s__nitrogenifigens
h6,g__Helicobacter|s__cetorum
o__Synechococcales,g__Synechococcus|s__sp. JA-3-3Ab
h3,g__Rickettsia|s__peacockii
h6,g__Rufibacter|s__sp. DG15C
h6,g__Ktedonosporobacter|s__rubrisoli
h6,g__Pseudomonas|s__putida
h2,g__Dietzia|s__sp. DQ12-45-1b
h1,g__Liberibacter|s__Candidatus Liberibacter americanus
h7,g__Corynebacterium|s__testudinoris
h7,g__Pyrodictium|s__delaneyi
h1,g__Bordetella|s__genomosp. 8
h2,g__Saccharothrix|s__espanaensis
o__Vibrionales,g__Vibrio|s__gazogenes
ButyrateProductionexport,g__Clostridium|s__beijerinckii
h0,g__Clostridium|s__sp. AWRP
output,DimethylamineConsumptionimport
h1,g__Elizabethkingia|s__sp. JS20170427COW
h2,g__Desulfitobacterium|s__metallireducens
h2,g__Paenibacillus|s__rhizovicinus
h2,g__Kangiella|s__koreensis
h4,g__Pseudomonas|s__sp. ABC1
h6,g__Buttiauxella|s__Enterobacteriaceae endosymbiont of Donacia sparganii
h0,g__Lentilactobacillus|s__Lactobacillus curieae
234,g__Geobacter|s__daltonii
h7,g__Streptomyces|s__sp. Y27
h2,g__Candidatus Solibacter|s__usitatus
h9,g__Shewanella|s__sp. MR-4
o__Thermoanaerobacterales,g__Thermanaeromonas|s__toyohensis
o__Mycoplasmatales,g__Mycoplasma|s__sp. 1654_15
h0,g__Rhodococcus|s__sp. WB1
h9,g__Aquitalea|s__denitrificans
h1,g__Streptomyces|s__sp. Tue 6075
o__Pseudomonadales,g__Pseudomonas|s__sp. LG1E9
h2,g__Sphingobium|s__herbicidovorans
H2HydrogenConsumptionimport,g__Methanothermobacter|s__marburgensis
h2,g__Sphingorhabdus|s__sp. YGSMI21
h8,g__Cellvibrio|s__sp. PSBB023
h9,g__Simiduia|s__agarivorans
CO2Productionexport,g__Streptococcus|s__dysgalactiae
h8,g__Bosea|s__sp. AS-1
h7,g__Sinorhizobium|s__fredii
h7,g__Devosia|s__sp. D6-9
h8,g__Delftia|s__tsuruhatensis
h9,g__Spiroplasma|s__melliferum
h9,g__Pseudomonas|s__sp. S150
h0,g__Planococcus|s__kocurii
h3,g__Streptococcus|s__sp. NCTC 11567
h1,g__Mycolicibacterium|s__rutilum
h3,g__Streptomyces|s__sp. CC0208
h9,g__Salinivirga|s__cyanobacteriivorans
h5,g__Neisseria|s__sp. oral taxon 014
h7,g__Arcobacter|s__lanthieri
h6,g__Arcobacter|s__lanthieri
h6,g__Fastidiosipila|s__sanguinis
h5,g__Leptospirillum|s__ferriphilum
h4,g__Paenibacillus|s__sp. JNUCC-32
o__Cytophagales,g__Roseivirga|s__pacifica
h8,g__Arthrobacter|s__sp. QXT-31
3,g__Hymenobacter|s__nivis
h0,g__Arthrobacter|s__sp. TES
h7,g__Runella|s__sp. HYN0085
2,g__Bacillus|s__methanolicus
TrimethylamineProductionexport,g__Streptococcus|s__parasanguinis
h8,g__Azoarcus|s__olearius
h9,g__Bacillus|s__sp. FDAARGOS_235
NitrateConsumptionimport,g__Jonesia|s__denitrificans
21,g__Pantoea|s__ananatis
AdipateConsumptionimport,g__Acidovorax|s__avenae
h1,g__Virgibacillus|s__necropolis
o__Bacillales,g__Paenibacillus|s__sp. FSL R7-0331
h3,g__Candidatus Halobonum|s__Halobonum sp. NJ-3-1
h5,g__Geminocystis|s__sp. NIES-3708
h5,g__Streptomyces|s__kanamyceticus
h1,g__Pseudoalteromonas|s__arctica
h3,g__Crassaminicella|s__sp. SY095
h1,g__Thermus|s__brockianus
h6,g__Shewanella|s__baltica
h5,g__Amycolatopsis|s__orientalis
o__Pseudomonadales,g__Pseudomonas|s__sp. 31-12
o__Entomoplasmatales,g__Spiroplasma|s__chrysopicola
h2,g__Bradyrhizobium|s__diazoefficiens
h7,g__Staphylococcus|s__caprae
h9,g__Legionella|s__pneumophila
output,h0
h7,g__Lactobacillus|s__kullabergensis
h8,g__Paraburkholderia|s__megapolitana
h2,g__Metallosphaera|s__hakonensis
h6,g__Bradyrhizobium|s__sp. CCBAU 53421
h1,g__Vitreoscilla|s__sp. C1
h8,g__Exiguobacterium|s__sibiricum
h5,g__Dickeya|s__poaceiphila
h3,g__Exiguobacterium|s__sp. U13-1
h7,g__Sulfurimonas|s__gotlandica
h9,g__Salinivibrio|s__kushneri
h1,g__Starkeya|s__sp. ORNL1
h3,g__Delftia|s__sp. KV29
h6,g__Pantoea|s__alhagi
h3,g__Cyclobacterium|s__amurskyense
h0,g__Thermococcus|s__gorgonarius
o__Erysipelotrichales,g__Erysipelothrix|s__rhusiopathiae
h5,g__Geosporobacter|s__ferrireducens
h3,g__Pseudoalteromonas|s__piratica
h1,g__Picrophilus|s__oshimae
h3,g__Microbacterium|s__hominis
h4,g__Bacillus|s__pumilus
h5,g__Megamonas|s__hypermegale
h5,g__Methanocorpusculum|s__labreanum
o__Thermoanaerobacterales,g__Thermoanaerobacterium|s__aotearoense
CO2Productionexport,g__Lactobacillus|s__iners
h0,g__Neisseria|s__lactamica
h1,g__Mycolicibacterium|s__alvei
h7,g__Hyphomonas|s__neptunium
h3,g__Pseudoalteromonas|s__sp. DL-6
o__Pseudomonadales,g__Pseudomonas|s__lundensis
h0,g__Campylobacter|s__canadensis
h1,g__Alteromonas|s__naphthalenivorans
o__Methanomassiliicoccales,g__Candidatus Methanomethylophilus|s__alvus
h3,g__Selenomonas|s__sp. oral taxon 126
h4,g__Spirosoma|s__sp. PL0136
h4,g__Hartmannibacter|s__diazotrophicus
h4,g__Octadecabacter|s__sp. SW4
h3,g__Citrobacter|s__sp. SL156
h6,g__Rhodococcus|s__sp. NJ-530
h7,g__Alkalihalobacillus|s__pseudofirmus
h7,g__Marinobacter|s__sp. JH2
h2,g__Geobacter|s__anodireducens
h0,g__Frankia|s__Candidatus Frankia datiscae
h6,g__Thauera|s__sp. K11
h4,g__Mycobacterium|s__branderi
h0,g__Serratia|s__sp. JUb9
h2,g__Pseudomonas|s__sp. HLS-6
h2,g__Verrucomicrobium|s__spinosum
h7,g__Enterococcus|s__hirae
h0,g__Paraburkholderia|s__terricola
h3,g__Mesorhizobium|s__sp. NZP2234
h3,g__Ruegeria|s__sp. TM1040
h0,g__Chlamydia|s__caviae
h9,g__Acinetobacter|s__sp. LoGeW2-3
h2,g__Rothia|s__aeria
h6,g__Thiomicrorhabdus|s__sp. G2
h1,g__Nocardiopsis|s__alba
h4,g__Haloplanus|s__rubicundus
h6,g__Pseudomonas|s__sp. SNU WT1
L-LactateS-LactateLactateD-LactateR-LactateProductionexport,g__Streptococcus|s__thermophilus
h6,g__Mannheimia|s__sp. ZY190616
o__Pseudomonadales,g__Pseudomonas|s__sp. 14181154
h0,g__Planococcus|s__sp. MB-3u-03
0,g__Zobellia|s__galactanivorans
h7,g__Pseudomonas|s__sp. B10
h1,g__Synechococcus|s__sp. ROS8604
h3,g__Borrelia|s__recurrentis
h0,g__Erwinia|s__tasmaniensis
h2,g__Dehalogenimonas|s__formicexedens
h6,g__Abiotrophia|s__defectiva
NitrateConsumptionimport,g__Bacillus|s__atrophaeus
h5,g__Bacillus|s__sp. #24
h7,g__Oceanobacillus|s__kimchii
h8,g__Azospirillum|s__sp. TSH58
h3,g__Muricauda|s__lutaonensis
h7,g__Tenacibaculum|s__sp. DSM 106434
o__Synergistales,g__Acetomicrobium|s__mobile
h1,g__Lysobacter|s__sp. H23M47
h5,g__Sodalis|s__glossinidius
h9,g__Nonomuraea|s__gerenzanensis
h3,g__Thermanaeromonas|s__toyohensis
o__Cytophagales,g__Candidatus Cardinium|s__Cardinium endosymbiont of Sogatella furcifera
h6,g__Rhodocytophaga|s__sp. 172606-1
h8,g__Pedobacter|s__suwonensis
h5,g__Candidatus Moranella|s__endobia
h6,g__Corynebacterium|s__stationis
h9,g__Staphylococcus|s__fleurettii
h3,g__Marinobacter|s__similis
h2,g__Bacillus|s__sp. JS
h6,g__Desulfovibrio|s__Candidatus Desulfovibrio trichonymphae
h8,g__Guyparkeria|s__halophila
h3,g__Pannonibacter|s__phragmitetus
h8,g__Chromobacterium|s__vaccinii
h5,g__Dialister|s__hominis
h8,g__Rickettsia|s__prowazekii
h9,g__Kluyvera|s__genomosp. 3
h8,g__Sphingobium|s__sp. SCG-1
h7,g__Bacillus|s__smithii
L-ArginineArginineConsumptionimport,g__Clostridium|s__perfringens
o__Xanthomonadales,g__Lysobacter|s__sp. HDW10
TrimethylamineConsumptionimport,g__Methanosarcina|s__barkeri
h1,g__Vulgatibacter|s__incomptus
o__Streptomycetales,g__Streptomyces|s__hygroscopicus
o__Rhizobiales,g__Methylocystis|s__bryophila
h9,g__Colwellia|s__sp. PAMC 20917
h7,g__Enterocloster|s__clostridioformis
h6,g__Nordella|s__sp. HKS 07
o__Rhodobacterales,g__Rhodobacter|s__blasticus
h6,g__Legionella|s__sainthelensi
o__Chromatiales,g__Guyparkeria|s__halophila
h6,g__Planococcus|s__dechangensis
h6,g__Streptomyces|s__sp. S8
h8,g__Meiothermus|s__ruber
h1,g__Arthrobacter|s__sp. QXT-31
h2,g__Stenotrophomonas|s__sp. WZN-1
h4,g__Pseudodesulfovibrio|s__indicus
o__Pseudomonadales,g__Psychrobacter|s__sp. P11F6
h7,g__Calothrix|s__sp. NIES-4071
h5,g__Halapricum|s__salinum
h0,g__Nostoc|s__edaphicum
h7,g__Leisingera|s__sp. NJS201
h9,g__Salinimonas|s__sp. KX18D6
o__Burkholderiales,g__Burkholderia|s__mallei
5-AminovalerateProductionexport,g__Clostridium|s__botulinum
18,g__Adlercreutzia|s__sp. 8CFCBH1
h5,g__Pseudomonas|s__cedrina
h3,g__Pontibacter|s__pudoricolor
LactoseConsumptionimport,g__Parabacteroides|s__distasonis
h2,g__Listeria|s__grayi
o__Pseudomonadales,g__Pseudomonas|s__luteola
h1,g__Streptosporangium|s__roseum
h4,g__Pedobacter|s__steynii
h8,g__Dehalogenimonas|s__sp. GP
h3,g__Mitsuaria|s__sp. 7
h3,g__Brevibacterium|s__sp. YB235
h1,g__Enterobacter|s__sp. 18A13
h4,g__Chryseobacterium|s__sp. cx-624
h5,g__Acinetobacter|s__pittii
h2,g__Mycoplasma|s__columbinasale
h9,g__Thermococcus|s__piezophilus
h1,g__Desulfovibrio|s__sulfodismutans
h9,g__Citrobacter|s__sp. RHBSTW-00986
h3,g__Microbacterium|s__sp. PM5
h0,g__Oceanisphaera|s__avium
h5,g__Pseudomonas|s__corrugata
h9,g__Microbacterium|s__aurum
h6,g__Pseudomonas|s__sp. MSPm1
h1,g__Thermococcus|s__sp. EXT12c
h4,g__Microbacterium|s__wangchenii
h4,g__Paraglaciecola|s__sp. L1A13
CO2Productionexport,g__Bacillus|s__anthracis
h0,g__Rhodococcus|s__sp. PBTS 2
h0,g__Nitrospira|s__moscoviensis
h8,g__Cruoricaptor|s__ignavus
h7,g__Pseudomonas|s__oryzae
output,NitricOxideNOProductionexport
h1,g__Rummeliibacillus|s__stabekisii
h2,g__Candidatus Methanoplasma|s__termitum
h6,g__Chryseobacterium|s__sp. NBC 122
h1,g__Campylobacter|s__gracilis
h1,g__Desulfuromonas|s__soudanensis
9,g__Janibacter|s__indicus
h8,g__Flavobacterium|s__indicum
h0,g__Sulfuriferula|s__nivalis
h9,g__Cronobacter|s__muytjensii
h2,g__Streptomyces|s__sp. S4.7
h3,g__Listeria|s__monocytogenes
RiboflavinVitaminB2Productionexport,g__Klebsiella|s__pneumoniae
h5,g__Alistipes|s__megaguti
h0,g__Tenacibaculum|s__dicentrarchi
h5,g__Nocardia|s__arthritidis
h0,g__Corynebacterium|s__ulcerans
h2,g__Olsenella|s__sp. LZLJ-2
h2,g__Kyrpidia|s__spormannii
h1,g__Pseudomonas|s__citronellolis
h9,g__Sedimentisphaera|s__salicampi
h1,g__Actinomyces|s__oris
h5,g__Xylanimonas|s__cellulosilytica
h4,g__Streptococcus|s__sp. CNU G2
h7,g__Amycolatopsis|s__albispora
h3,g__Methylomicrobium|s__album
h4,g__Staphylococcus|s__simulans
6,g__Thermodesulfobium|s__acidiphilum
h8,g__Xanthomonas|s__albilineans
o__Nitrosomonadales,g__Nitrosomonas|s__eutropha
h2,g__Kroppenstedtia|s__eburnea
h1,g__Archaeoglobus|s__profundus
h1,g__Vibrio|s__sp. THAF191c
h0,g__Halorhabdus|s__sp. CBA1104
o__Streptomycetales,g__Streptomyces|s__violaceusniger
h4,g__Thermomonas|s__brevis
h6,g__Exiguobacterium|s__sibiricum
h8,g__Bradyrhizobium|s__sp. CCBAU 53421
h9,g__Microlunatus|s__sp. KUDC0627
h6,g__Streptococcus|s__sp. 'group B'
h2,g__Fructilactobacillus|s__Lactobacillus fructivorans
h5,g__Rhizobium|s__sp. ADMK78
h2,g__Brachybacterium|s__avium
h2,g__Acidovorax|s__sp. JMULE5
h2,g__Streptomyces|s__exfoliatus
h8,g__Citrobacter|s__sp. RHBSTW-00881
h7,g__Paucilactobacillus|s__Lactobacillus oligofermentans
h8,g__Vibrio|s__aquimaris
o__Bacillales,g__Staphylococcus|s__sciuri
h9,g__Pseudoalteromonas|s__spongiae
125,g__Nitrosopumilus|s__ureiphilus
h5,g__Streptomyces|s__sp. ZFG47
h3,g__Mesorhizobium|s__terrae
h0,g__Ketobacter|s__alkanivorans
h6,g__Pantoea|s__sp. SM3640
output,26
h3,g__Candidatus Solibacter|s__usitatus
h5,g__Candidatus Planktophila|s__limnetica
h1,g__Stenotrophomonas|s__sp. G4
h2,g__Acidipropionibacterium|s__acidipropionici
h0,g__Synechococcus|s__sp. PCC 8807
h1,g__Desulfovibrio|s__hydrothermalis
h7,g__Mycobacterium|s__paragordonae
h7,g__Cyanothece|s__sp. PCC 7425
o__Thiotrichales,g__Beggiatoa|s__leptomitoformis
277,g__Actinoplanes|s__missouriensis
h3,g__Caloranaerobacter|s__azorensis
0,g__Bacteroides|s__intestinalis
h0,g__Nitrosospira|s__briensis
h5,g__Rickettsia|s__conorii
h8,g__Actinomyces|s__sp. ZJ750
h5,g__Hippea|s__maritima
h2,g__Methylomicrobium|s__alcaliphilum
h6,g__Bordetella|s__genomosp. 6
h4,g__Sphingosinicella|s__microcystinivorans
o__Streptosporangiales,g__Actinomadura|s__sp. NAK00032
o__Campylobacterales,g__Campylobacter|s__canadensis
CO2Productionexport,g__Mycoplasma|s__genitalium
h1,g__Arcticibacterium|s__luteifluviistationis
h1,g__Ornithinimicrobium|s__sp. H23M54
h3,g__Dickeya|s__solani
h3,g__Slackia|s__heliotrinireducens
h2,g__Chitinophaga|s__sp. H33E-04
o__Streptosporangiales,g__Nocardiopsis|s__gilva
h6,g__Borrelia|s__turicatae
h8,g__Streptomyces|s__cacaoi
h2,g__Mesorhizobium|s__sp. WSM1497
2,g__Cyanothece|s__sp. PCC 7425
h1,g__Planococcus|s__antarcticus
h2,g__Methanofervidicoccus|s__sp. A16
h9,g__Pseudonocardia|s__sp. Gen01
h5,g__Aureitalea|s__sp. RR4-38
h7,g__Pseudomonas|s__sp. S34
h6,g__Flaviflexus|s__sp. H23T48
h8,g__Citrobacter|s__werkmanii
h8,g__Paenibacillus|s__donghaensis
o__Rhizobiales,g__Aureimonas|s__sp. AU20
h0,g__Gordonia|s__iterans
h4,g__Jannaschia|s__sp. CCS1
o__Xanthomonadales,g__Xanthomonas|s__arboricola
h0,g__Staphylococcus|s__sp. M0911
h7,g__Thermobacillus|s__composti
h2,g__Streptomyces|s__xiamenensis
h5,g__Streptomyces|s__sp. NA02950
h9,g__Sphingomonas|s__sp. CL5.1
h7,g__Microbacterium|s__testaceum
h5,g__Celeribacter|s__marinus
h7,g__Pseudomonas|s__sp. LTGT-11-2Z
h0,g__Mycolicibacterium|s__gilvum
h8,g__Halomonas|s__sp. GFAJ-1
h0,g__Photobacterium|s__gaetbulicola
h5,g__Hoyosella|s__subflava
L-GlutamateL-GlutamicacidGlutamateD-GlutamateConsumptionimport,g__Acetohalobium|s__arabaticum
o__Alteromonadales,g__Shewanella|s__denitrificans
h2,g__Bacteroides|s__sp. HF-162
h2,g__Neisseria|s__elongata
h5,g__Frateuria|s__aurantia
h3,g__Bifidobacterium|s__lemurum
h3,g__Companilactobacillus|s__Lactobacillus allii
h0,g__Mycolicibacterium|s__boenickei
h0,g__Eggerthella|s__lenta
h9,g__Kroppenstedtia|s__eburnea
h0,g__Pauljensenia|s__hongkongensis
h9,g__Aliivibrio|s__fischeri
h2,g__Mycoplasma|s__pulmonis
h7,g__Mycolicibacterium|s__aubagnense
h3,g__Staphylococcus|s__lentus
h1,g__Bifidobacterium|s__indicum
h5,g__Rhizobium|s__sp. TCK
